20140218,203.7000,206.0000,201.3600,205.2400,9332800
20140219,193.6400,203.7000,193.4100,203.7000,16169000
20140220,209.9700,215.2100,206.2700,215.0100,18002300
20140221,209.6000,213.9800,209.1900,211.6400,7818800
20140224,217.6500,218.3600,208.3200,208.7600,8278400
20140225,248.0000,259.2000,228.4500,230.0000,32681700
20140226,253.0000,265.0000,247.5000,258.5800,24604600
20140227,252.5400,261.9000,248.3300,261.2500,17945800
20140228,244.8100,252.6800,242.5500,249.6500,14589800
20140303,250.5600,251.6500,234.9900,237.2600,13089300
20140304,254.8400,260.0000,252.8300,258.4800,8745600
20140305,252.6600,256.9900,251.8000,256.7200,5935700
20140306,252.9400,257.5000,249.4500,254.1400,7361100
20140307,246.2100,254.8500,244.4100,252.9400,7812300
20140310,238.8400,243.0000,236.0600,242.7000,7728100
20140311,234.4100,244.6000,232.4300,236.5000,8810100
20140312,241.4900,247.5000,231.1100,231.5000,9754400
20140313,237.7900,244.1900,234.0000,243.7900,6236300
20140314,230.9700,236.9400,228.3200,235.2900,8289700
20140317,233.9800,237.9300,230.5000,234.9500,5912600
20140318,240.0400,241.5000,235.0200,236.9500,6242300
20140319,235.8400,241.5500,233.5100,241.3900,5071300
20140320,234.9100,239.2500,233.3600,236.1600,3817900
20140321,228.8900,236.2000,227.5000,236.0200,8216900
20140324,220.1700,229.9000,210.2700,229.7500,11328800
20140325,220.4400,227.0500,217.9000,224.1400,7865400
20140326,212.9600,222.6000,211.3500,221.9500,6907300
20140327,207.3200,213.6000,203.0000,212.3700,9495700
20140328,212.3700,216.7200,210.2700,212.8000,9684800
20140331,208.4500,216.7500,206.3900,216.5000,8380000
20140401,216.9700,218.1600,208.5800,209.0200,7371400
20140402,230.2900,230.8900,218.0500,220.0000,10782300
20140403,225.4000,235.7300,222.0000,230.3000,10923700
20140404,212.2300,228.2700,211.2500,226.0100,11345600
20140407,207.5200,216.2000,203.5100,205.8100,9855500
20140408,215.4600,216.4900,206.4200,210.0500,6889300
20140409,216.9300,218.4500,210.8900,216.7600,5157900
20140410,204.1900,217.5000,203.7900,216.8200,7211500
20140411,203.7800,207.0000,198.6000,200.6100,9067200
20140414,198.0900,208.4400,194.4100,207.6000,7703000
20140415,193.9100,199.2900,184.3200,199.0900,13659300
20140416,199.1100,199.9900,190.8200,197.0000,7202200
20140417,198.1200,202.2900,194.0800,199.6100,5926800
20140421,204.3800,206.2000,194.0000,197.0800,5258200
20140422,218.6400,219.3300,205.0100,206.3600,9804700
20140423,207.9900,216.7400,207.0000,216.3300,7295600
20140424,207.8600,212.8000,203.2000,210.8100,5495200
20140425,199.8500,206.7000,197.6500,202.0000,6996700
20140428,198.5100,203.7900,190.5000,200.0000,7042000
20140429,206.9200,207.1500,195.5300,198.2100,5779100
20140430,207.8900,208.1600,201.2800,203.6000,4440600
20140501,207.7300,214.0200,205.6900,207.0800,5439900
20140502,210.9100,211.3600,206.5200,208.6000,4086800
20140505,216.6100,217.6900,208.5200,209.4800,5147000
20140506,207.2800,218.6600,206.8500,216.6000,5636700
20140507,201.3500,210.2000,197.2500,209.6400,10179300
20140508,178.5900,194.4000,178.0000,182.0000,20056600
20140509,182.2600,183.4000,177.2200,179.8600,8495200
20140512,184.6700,187.1900,179.8800,183.8700,7002300
20140513,190.1600,191.3400,183.0000,183.7600,7097200
20140514,190.6200,193.4800,187.1000,188.9500,5406700
20140515,188.5900,192.6600,185.3000,189.9800,6040400
20140516,191.5600,192.0400,187.7200,188.9500,4487700
20140519,196.0900,196.8900,190.0000,190.7200,4571700
20140520,195.3000,199.3300,193.0700,196.9400,5546100
20140521,199.4500,199.8700,194.7900,196.1800,5285400
20140522,204.8800,206.8800,199.5600,200.3500,6214500
20140523,207.3000,207.7600,202.5000,204.5300,4006800
20140527,211.5600,213.8700,207.7000,208.5200,5341100
20140528,210.2400,212.7700,205.2600,210.0200,5495100
20140529,210.2400,212.4900,207.7200,210.5700,3692500
20140530,207.7700,214.8000,207.0200,210.3000,5581100
20140602,204.7000,209.3500,201.6700,207.3300,4668100
20140603,204.9400,208.0000,202.5900,203.4900,3860800
20140604,203.9900,206.2600,200.4000,204.3500,3427400
20140605,206.9000,209.2000,204.0500,204.4700,4054600
20140606,208.1700,210.8100,207.1800,209.7500,3073800
20140609,205.3100,209.9900,204.2000,207.9500,2805700
20140610,202.3000,206.9700,201.5500,204.4300,3514700
20140611,204.4700,205.0000,199.2500,201.5000,3977500
20140612,203.5200,209.8800,202.7100,205.1000,5993700
20140613,206.4200,206.7900,201.5800,204.7800,3544300
20140616,224.6100,225.4900,206.2600,206.7600,13246400
20140617,231.6700,235.5400,222.8500,224.1100,13304900
20140618,227.1200,231.7100,226.1200,231.5000,6940200
20140619,227.7900,235.3100,227.0000,228.8800,8793100
20140620,229.5900,231.2900,226.2000,228.5200,4903900
20140623,237.2200,238.9900,228.2200,229.5100,7791100
20140624,232.5000,241.8800,231.6300,238.9700,8075900
20140625,236.8900,237.5500,230.2400,233.0500,5801600
20140626,235.6000,240.4000,234.2100,237.1700,5121400
20140627,239.0600,240.0000,234.5000,234.6900,5635000
20140630,240.0600,244.4900,239.0000,239.5500,4828600
20140701,239.7200,243.4400,238.7000,242.4600,4336100
20140702,229.4300,242.3300,227.0700,240.6600,8027400
20140703,229.2500,231.9000,224.0000,231.2900,5166700
20140707,222.6600,229.7800,220.4000,227.5000,5893700
20140708,219.0700,220.9600,214.2700,218.6500,7836200
20140709,223.0600,224.2200,219.2100,221.2700,4115400
20140710,219.4600,222.2200,216.0400,217.1800,4863900
20140711,218.1300,221.6000,217.6000,220.6100,3302300
20140714,226.7000,228.7900,215.4500,219.9900,7203200
20140715,219.5800,227.6500,218.1000,226.7300,5718500
20140716,217.1600,224.8000,216.8200,221.8200,4044500
20140717,215.4000,220.5500,213.6000,216.1600,4649400
20140718,220.0200,221.2100,215.9300,215.9500,4253700
20140721,220.5400,223.2100,216.7200,217.2500,3822200
20140722,219.5800,223.3000,219.1100,222.1900,2730000
20140723,222.4900,224.7500,219.4300,220.0100,3083300
20140724,223.5400,225.1000,220.8000,223.2500,3245500
20140725,223.5700,226.9700,221.7500,222.7200,3087100
20140728,224.8200,232.0000,221.4000,224.2500,6514300
20140729,225.0100,228.3000,224.8600,226.6100,3382400
20140730,228.9200,229.6000,221.0400,221.9200,4927800
20140731,223.3000,231.4000,221.5000,229.2600,7749100
20140801,233.2700,237.5000,226.0000,226.0900,11895800
20140804,238.5200,240.5000,233.2700,234.3800,5959700
20140805,238.4900,242.9900,235.6900,237.4700,5388600
20140806,248.9300,251.4200,238.5800,238.9000,9249300
20140807,252.3900,256.6900,249.1200,250.1200,7478900
20140808,248.1300,251.7600,246.5000,251.1600,5090100
20140811,259.3200,263.7400,255.0000,255.4800,8101300
20140812,259.9600,260.3000,254.5800,258.0800,6382300
20140813,260.3100,265.6400,259.6100,262.0100,6932600
20140814,261.3800,263.0000,256.5000,262.4900,4126600
20140815,262.0100,262.0900,258.5000,261.4800,3867900
20140818,259.9400,267.2600,259.7500,263.2500,5849200
20140819,256.7600,259.3300,251.6200,258.8700,5334800
20140820,255.7100,258.7400,253.0000,254.6700,3027900
