20140218,77.9986,78.7414,77.9443,78.0000,65062900
20140219,76.7671,78.1271,76.3357,77.8214,78442000
20140220,75.8786,76.7143,75.5714,76.1414,76464496
20140221,75.0357,76.3671,74.9429,76.1129,69696200
20140224,75.3643,75.7029,74.6314,74.7357,72227400
20140225,74.5800,75.6529,74.4286,75.6257,57988000
20140226,73.9071,75.0000,73.6571,74.8014,69054304
20140227,75.3814,75.5400,73.7214,73.8771,75470496
20140228,75.1771,76.1071,74.5886,75.5829,92992200
20140303,75.3943,75.8071,74.6871,74.7743,59695300
20140304,75.8914,76.0914,75.3957,75.8571,64785000
20140305,76.0514,76.3929,75.5900,75.8457,50015700
20140306,75.8214,76.3486,75.4429,76.1129,46372200
20140307,75.7771,75.9971,75.1500,75.8700,55182400
20140310,75.8457,76.1900,75.4771,75.4800,44646000
20140311,76.5843,76.9629,76.0843,76.4929,69806096
20140312,76.6586,76.7643,76.0000,76.3586,49831600
20140313,75.8071,77.0943,75.5943,76.7771,64435700
20140314,74.9557,75.8414,74.7143,75.5414,59299800
20140317,75.2486,75.7100,75.1214,75.3857,49886200
20140318,75.9143,75.9957,75.0286,75.1286,52411800
20140319,75.8943,76.6057,75.5714,76.0371,56189000
20140320,75.5286,76.0957,75.3357,75.6986,52099600
20140321,76.1243,76.2500,75.1900,75.9900,93511600
20140324,77.0271,77.2143,76.4371,76.9171,88925200
20140325,77.8557,77.9643,77.0843,77.3571,70573296
20140326,77.1114,78.4286,76.9800,78.0743,74942000
20140327,76.7800,77.3571,76.4457,77.1457,55507900
20140328,76.6943,76.9914,76.3214,76.9029,50141000
20140331,76.6771,77.2586,76.5614,77.0329,42167300
20140401,77.3786,77.4100,76.6814,76.8229,50190000
20140402,77.5071,77.6400,77.1800,77.4829,45105200
20140403,76.9700,77.5000,76.8057,77.3414,40586000
20140404,75.9743,77.1429,75.7971,77.1157,68812800
20140407,74.7814,75.8429,74.5557,75.4314,72462600
20140408,74.7771,75.1600,74.1000,75.0271,60972100
20140409,75.7600,75.7843,74.5743,74.6629,51542400
20140410,74.7829,76.0343,74.7386,75.8114,59913000
20140411,74.2300,74.6900,73.8771,74.1429,67929400
20140414,74.5257,74.5943,73.8871,74.5571,51418500
20140415,73.9943,74.5200,73.0471,74.3243,66622500
20140416,74.1443,74.4414,73.4486,74.0071,53691400
20140417,74.9914,75.3943,74.1714,74.2857,71083600
20140421,75.8814,76.0200,74.8514,75.0486,45637200
20140422,75.9571,75.9757,75.2143,75.4729,50640800
20140423,74.9643,75.8757,74.9214,75.5800,98735000
20140424,81.1100,81.4286,80.1043,81.1729,189977904
20140425,81.7057,81.7129,80.5657,80.6471,97568800
20140428,84.8700,85.1071,81.7929,81.8286,167371392
20140429,84.6186,85.1400,84.2157,84.8200,84344400
