Symbol,% Chg(Open),Last Trade,Volume    ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                          ,Exchange,Description              ,Sub-Industry                      ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High   ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin  ,Sales per Employee,Change ,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap  ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (YTD3),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow, 
KGC   ,-3.94      ,3.41      ,8594050   ,--       ,4.30B     ,24             ,+4.52                     ,47.47     ,3.41      ,-0.12,-67.09      ,10.60                  ,-9.13             ,27.82                  ,3.49                   ,Metals & Mining                   ,NYSE    ,KINROSS GOLD CORP        ,Gold                              ,--      ,3.47          ,3.40  ,31800   ,12011476     ,14599197    ,71.55                   ,58.87                  ,No        ,3.55  ,3.5787 ,3.41  ,72.35                 ,12121327      ,12409354   ,70.90                    ,69.25                 ,No                ,Materials             ,--            ,3.47      ,3.39  ,76300   ,12051065    ,44.85                     ,71.31                  ,39.68M         ,No                  ,NC ,--       ,B-                 ,4.76           ,19.05                 ,61.90           ,--                     ,14.29           ,21                ,3.00              ,-109.10M  ,3.47B  ,-109.10M,1.25B             ,-0.08   ,-0.08     ,-0.86     ,0.07        ,-1.02     ,-3.28     ,-2.20     ,-8.60                       ,-3.00     ,--                ,-0.06  ,-0.01                  ,-0.63                      ,-0.1906                ,-4.19                   ,+41.38               ,-69.58               ,-16.90               ,+0.31     ,3.49         ,4.05     ,2.2413                 ,3.15      ,2.68     ,89.40                   ,-0.82                        ,-1.73   ,+0.08,+0.26                  ,+0.07                 ,-0.0886                ,-5.21                    ,+11.58               ,-33.33               ,+7.60                ,-2.72             ,6               ,3.49      ,4.23    ,3.15        ,3.15    ,-0.71                ,0.1687         ,-0.14    ,+2.31,+0.15                   ,-0.022                   ,-2.49                    ,-0.1518               ,+8.61                ,-58.17               ,-11.28               ,-1.39             ,3.99       ,5.82      ,3.15     ,3.13   ,0.1887       ,52.00            ,-0.02         ,-1.74             ,--                   ,--                       ,1.09            ,41.42        ,51.35                ,1.24     ,3.30      ,3.62      ,3.59       ,3.46      ,3.65       ,51.03                ,47.35     ,18.98                   ,32.91,3.98                ,-0.46                     ,0.38           ,3.53      ,4.12       ,3.38      ,3.55      ,3.68       ,46.81     ,47.98                ,2.06          ,25.75,-0.11      ,-0.15          ,0.34                      ,3.49      ,3.54       ,3.57      ,47.93                ,19.77                   ,17.84   ,3.01                   ,-0.54          ,-0.16                     ,-15461.45 , 
HA    ,-3.90      ,48.00     ,621312    ,11.41    ,2.66B     ,38             ,+2.47                     ,41.18     ,49.06     ,-0.86,-83.64      ,2.44                   ,-18.65            ,35.63                  ,49.25                  ,Airlines                          ,NASDAQ  ,HAWAIIAN HOLDINGS INC    ,Airlines                          ,--      ,49.75         ,47.95 ,900     ,790888       ,724330      ,78.56                   ,85.78                  ,No        ,49.95 ,50.00  ,48.00 ,95.78                 ,750699        ,762030     ,82.76                    ,81.53                 ,No                ,Industrials           ,--            ,49.75     ,47.95 ,2800    ,733985      ,55.44                     ,84.65                  ,38.54M         ,Yes                 ,D  ,--       ,B                  ,36.36          ,--                    ,45.45           ,9.09                   ,9.09            ,11                ,2.55              ,235.43M   ,2.45B  ,235.43M ,53.45M            ,4.36    ,4.36      ,2.98      ,4.77        ,1.10      ,0.98      ,1.01      ,8.06                        ,9.61      ,395.32            ,-1.75  ,-1.35                  ,+1.01                      ,-1.13                  ,-4.23                   ,+156.25              ,+834.11              ,+20.24               ,+1.25     ,50.27        ,52.40    ,10.90                  ,47.55     ,34.69    ,97.56                   ,1.99                         ,-3.52   ,+0.20,-9.55                  ,-0.01                 ,+0.15                  ,-2.22                    ,-12.72               ,+231.27              ,-5.26                ,+41.80            ,1               ,50.27     ,58.50   ,47.75       ,47.55   ,-13.26               ,2.00           ,-1.95    ,+0.40,+1.20                   ,+0.50                    ,+0.31                    ,-2.20                 ,+7.73                ,+671.20              ,+3.55                ,+9.06             ,52.23      ,60.90     ,47.75    ,47.55  ,2.05         ,9.00             ,-0.05         ,0.49              ,--                   ,11.41                    ,4.77            ,73.17        ,10.43                ,1.09     ,48.77     ,51.79     ,51.25      ,49.37     ,50.76      ,52.37                ,46.17     ,19.81                   ,16.36,50.85               ,-1.35                     ,-9.35          ,52.92     ,48.03      ,48.96     ,50.81     ,50.39      ,43.15     ,48.46                ,14.64         ,37.58,-0.95      ,-8.65          ,-7.25                     ,49.25     ,51.73      ,50.98     ,46.80                ,14.75                   ,37.10   ,47.66                  ,-3.15          ,-6.50                     ,-2000.19  , 
DERM  ,-3.89      ,34.10     ,475159    ,--       ,1.47B     ,56             ,+2.26                     ,46.15     ,35.08     ,1.18 ,-69.61      ,32.19                  ,22.50             ,37.64                  ,35.04                  ,Pharmaceuticals                   ,NASDAQ  ,DERMIRA INC              ,Pharmaceuticals                   ,--      ,36.16         ,34.06 ,100     ,258708       ,259685      ,183.67                  ,182.98                 ,No        ,35.48 ,35.68  ,34.12 ,66.72                 ,487892        ,336276     ,97.39                    ,141.30                ,No                ,Health Care           ,--            ,36.15     ,33.35 ,200     ,462599      ,280.41                    ,102.72                 ,9.23M          ,No                  ,D  ,--       ,--                 ,80.00          ,20.00                 ,--              ,--                     ,--              ,5                 ,1.20              ,-89.08M   ,22.58M ,-89.08M ,40.65M            ,-2.70   ,-2.70     ,-2.93     ,-4.26       ,-4.96     ,-27.03    ,-27.99    ,--                          ,-394.44   ,237.74            ,-2.05  ,-0.18                  ,+3.18                      ,+3.93                  ,+14.09                  ,+121.94              ,0.00                 ,+6.14                ,+0.89     ,36.37        ,38.75    ,3.07                   ,29.64     ,17.42    ,67.81                   ,4.23                         ,-5.67   ,-0.67,+3.49                  ,-0.06                 ,+1.67                  ,+12.18                   ,+19.22               ,0.00                 ,+5.35                ,-41.16            ,3               ,37.38     ,38.75   ,35.13       ,29.31   ,-15.93               ,1.58           ,-1.38    ,-1.85,+0.80                   ,+1.11                    ,+4.85                    ,+4.46                 ,+67.42               ,0.00                 ,+8.54                ,-33.33            ,38.75      ,38.75     ,34.13    ,27.32  ,2.33         ,89.00            ,-0.75         ,-0.57             ,--                   ,--                       ,5.26            ,--           ,--                   ,65.09    ,36.23     ,31.75     ,32.10      ,34.63     ,32.13      ,59.86                ,52.98     ,19.07                   ,30.39,38.05               ,5.94                      ,2.70           ,31.54     ,31.82      ,35.54     ,32.91     ,31.94      ,53.43     ,56.43                ,6.39          ,46.21,1.44       ,4.90           ,5.64                      ,35.04     ,31.73      ,32.66     ,59.11                ,21.67                   ,50.73   ,32.02                  ,1.99           ,7.71                      ,1941.39   , 
SSRI  ,-3.77      ,10.84     ,1524014   ,17.63    ,1.29B     ,58             ,+4.46                     ,54.29     ,10.52     ,-0.09,-50.44      ,45.51                  ,-3.68             ,17.88                  ,10.65                  ,Metals & Mining                   ,NCM     ,SILVER STANDARD RES INC  ,Gold                              ,--      ,10.93         ,10.83 ,800     ,2446793      ,2126422     ,62.29                   ,71.67                  ,No        ,11.26 ,11.26  ,10.84 ,56.94                 ,2593847       ,2263025    ,58.75                    ,67.34                 ,No                ,Materials             ,--            ,10.93     ,10.48 ,1200    ,2481549     ,43.80                     ,61.41                  ,25.36M         ,No                  ,NC ,--       ,C                  ,30.00          ,20.00                 ,50.00           ,--                     ,--              ,10                ,2.20              ,64.96M    ,490.99M,64.96M  ,119.4M            ,0.62    ,0.62      ,-1.54     ,0.50        ,-1.57     ,-2.85     ,0.69      ,100.00                      ,13.23     ,--                ,-0.10  ,-0.06                  ,+2.61                      ,+0.28                  ,+3.36                   ,+133.41              ,-35.55               ,+22.92               ,+0.22     ,11.08        ,12.01    ,4.58                   ,9.71      ,5.20     ,54.49                   ,-3.29                        ,-0.87   ,+0.33,+1.74                  ,+0.11                 ,+0.16                  ,+2.63                    ,+22.53               ,-7.07                ,+12.58               ,+9.63             ,0               ,11.08     ,12.25   ,10.00       ,9.71    ,-5.28                ,0.43           ,-0.42    ,+3.02,+0.47                   ,+0.28                    ,+1.52                    ,+0.36                 ,+72.24               ,-0.30                ,-5.29                ,+5.62             ,12.01      ,15.84     ,9.71     ,8.97   ,0.78         ,75.00            ,-0.36         ,0.75              ,--                   ,17.63                    ,1.54            ,24.40        ,22.03                ,2.66     ,10.24     ,10.60     ,10.42      ,10.56     ,10.55      ,55.73                ,50.91     ,14.78                   ,49.56,11.78               ,-0.75                     ,2.69           ,10.26     ,11.44      ,10.48     ,10.53     ,10.56      ,51.69     ,51.22                ,18.74         ,38.84,-0.10      ,0.91           ,2.67                      ,10.65     ,10.25      ,10.52     ,52.20                ,21.59                   ,31.21   ,9.52                   ,-0.53          ,0.62                      ,-1330.67  , 
AEM   ,-3.74      ,42.16     ,1347887   ,61.41    ,9.59B     ,119            ,+3.58                     ,47.55     ,42.14     ,-1.35,-58.47      ,5.13                   ,0.29              ,34.98                  ,42.65                  ,Metals & Mining                   ,NYSE    ,AGNICO EAGLE MINES LTD   ,Gold                              ,0.40    ,42.99         ,42.15 ,400     ,1894270      ,1982538     ,71.16                   ,67.99                  ,No        ,43.80 ,44.38  ,42.17 ,66.23                 ,2123478       ,1829134    ,63.48                    ,73.69                 ,No                ,Materials             ,0.90          ,42.99     ,42.04 ,300     ,2066175     ,47.91                     ,65.24                  ,78.29M         ,No                  ,NC ,--       ,B-                 ,22.73          ,22.73                 ,40.91           ,--                     ,13.64           ,22                ,2.59              ,158.82M   ,2.14B  ,158.82M ,225.47M           ,0.70    ,0.70      ,0.11      ,0.57        ,0.39      ,-3.97     ,1.81      ,1.00                        ,7.43      ,--                ,-0.83  ,+0.40                  ,+0.79                      ,-3.00                  ,-5.21                   ,+52.84               ,+21.91               ,-4.95                ,-0.54     ,43.15        ,50.43    ,15.72                  ,39.29     ,32.87    ,94.87                   ,-1.69                        ,-1.93   ,+0.81,+0.26                  ,+0.06                 ,-0.63                  ,-6.52                    ,+2.60                ,+31.60               ,+3.56                ,+3.68             ,37              ,43.15     ,51.21   ,39.86       ,39.29   ,-9.17                ,2.22           ,-1.64    ,+1.88,+1.49                   ,+0.34                    ,-1.44                    ,-2.36                 ,+14.12               ,+10.95               ,-15.87               ,+2.30             ,49.51      ,60.10     ,39.61    ,39.29  ,2.34         ,76.00            ,-0.12         ,2.61              ,--                   ,61.41                    ,2.55            ,23.88        ,75.12                ,4.53     ,40.87     ,45.33     ,45.17      ,42.67     ,45.00      ,52.19                ,46.74     ,25.22                   ,41.53,47.60               ,-6.46                     ,4.82           ,44.44     ,48.64      ,41.45     ,44.06     ,45.20      ,45.79     ,47.63                ,6.09          ,34.54,-1.44      ,-3.54          ,6.55                      ,42.65     ,44.35      ,44.28     ,47.31                ,22.32                   ,28.11   ,37.71                  ,-7.26          ,-3.50                     ,87.42     , 
SA    ,-3.69      ,11.03     ,674920    ,--       ,600.11M   ,16             ,+5.61                     ,59.05     ,10.41     ,0.07 ,-28.45      ,29.55                  ,-6.55             ,24.53                  ,10.55                  ,Metals & Mining                   ,NYSE    ,SEABRIDGE GOLD INC       ,Gold                              ,--      ,11.20         ,11.00 ,1000    ,747134       ,702707      ,90.33                   ,96.05                  ,No        ,11.45 ,11.45  ,11.05 ,49.18                 ,795293        ,657767     ,84.86                    ,102.61                ,No                ,Materials             ,--            ,11.20     ,10.85 ,5600    ,772969      ,55.61                     ,87.32                  ,7.85M          ,No                  ,NC ,--       ,--                 ,40.00          ,40.00                 ,20.00           ,--                     ,--              ,5                 ,1.80              ,-7.09M    ,--     ,-7.09M  ,54.19M            ,-0.10   ,-0.14     ,-0.21     ,-0.13       ,-0.23     ,-0.22     ,-0.37     ,--                          ,--        ,--                ,-0.17  ,+1.03                  ,+6.15                      ,+1.04                  ,+11.05                  ,+62.18               ,-53.20               ,-15.21               ,-0.03     ,11.30        ,12.07    ,4.43                   ,9.21      ,7.35     ,70.45                   ,-7.55                        ,-1.54   ,+0.25,+2.88                  ,+0.13                 ,+0.58                  ,+10.27                   ,+37.42               ,+13.38               ,+9.68                ,-2.41             ,0               ,11.30     ,12.07   ,9.90        ,9.21    ,-3.50                ,0.42           ,-0.42    ,+2.23,+0.59                   ,+0.65                    ,+5.50                    ,+1.11                 ,-13.14               ,-27.05               ,-3.32                ,-2.22             ,12.07      ,15.88     ,9.69     ,8.15   ,0.60         ,78.00            ,-0.18         ,-4.68             ,--                   ,--                       ,2.88            ,--           ,--                   ,--       ,10.15     ,10.13     ,10.02      ,10.39     ,10.24      ,61.80                ,52.66     ,15.19                   ,71.55,12.17               ,-0.10                     ,3.33           ,9.77      ,11.19      ,10.20     ,10.20     ,10.31      ,54.62     ,53.27                ,20.63         ,60.99,0.01       ,1.38           ,3.01                      ,10.55     ,9.86       ,10.17     ,55.61                ,23.09                   ,52.22   ,8.93                   ,-0.22          ,1.51                      ,-735.81   , 
GBT   ,-3.69      ,37.85     ,882525    ,--       ,1.65B     ,39             ,+1.52                     ,75.93     ,32.79     ,4.47 ,-13.53      ,18.18                  ,11.98             ,54.82                  ,30.71                  ,Biotechnology                     ,NASDAQ  ,GLOBAL BLOOD THERAPEUTICS,Biotechnology                     ,--      ,37.95         ,37.80 ,1100    ,2365661      ,957644      ,37.31                   ,92.16                  ,No        ,39.30 ,39.65  ,37.90 ,51.95                 ,2884094       ,1484565    ,30.60                    ,59.45                 ,No                ,Health Care           ,--            ,37.95     ,37.45 ,800     ,2753315     ,49.47                     ,32.05                  ,86.96M         ,No                  ,D  ,--       ,--                 ,28.57          ,57.14                 ,14.29           ,--                     ,--              ,7                 ,1.86              ,-82.47M   ,--     ,-82.47M ,43.53M            ,-2.48   ,-2.48     ,-3.95     ,-2.83       ,-14.20    ,-16.14    ,--        ,--                          ,--        ,--                ,-0.10  ,+9.95                  ,+23.58                     ,+18.14                 ,+71.39                  ,0.00                 ,0.00                 ,+16.43               ,0.00      ,38.29        ,38.29    ,-2.20                  ,21.85     ,12.24    ,81.82                   ,-14.89                       ,-0.26   ,+1.35,+23.15                 ,+0.05                 ,+8.74                  ,+91.56                   ,+162.63              ,0.00                 ,+45.43               ,-50.42            ,8               ,38.29     ,38.29   ,35.85       ,19.35   ,-25.21               ,1.80           ,-1.45    ,+3.56,+0.57                   ,+7.24                    ,+29.93                   ,+15.81                ,+145.68              ,0.00                 ,+63.92               ,-46.54            ,38.29      ,37.45     ,34.25    ,14.00  ,2.20         ,100.00           ,-0.40         ,-0.65             ,--                   ,--                       ,7.47            ,--           ,--                   ,--       ,34.21     ,22.61     ,19.86      ,31.12     ,22.14      ,76.49                ,66.97     ,7.56                    ,86.47,40.00               ,15.55                     ,21.60          ,21.31     ,19.59      ,32.21     ,25.29     ,--         ,71.37     ,67.11                ,67.64         ,90.50,3.89       ,21.10          ,21.56                     ,30.71     ,19.88      ,24.29     ,71.58                ,39.15                   ,92.63   ,21.42                  ,14.50          ,21.56                     ,4775.60   , 
HL    ,-3.63      ,5.05      ,5515456   ,28.40    ,2.00B     ,39             ,+3.38                     ,40.60     ,5.20      ,-0.36,-69.86      ,27.03                  ,-23.12            ,41.95                  ,5.46                   ,Metals & Mining                   ,NYSE    ,HECLA MINING CO          ,Silver                            ,0.01    ,5.07          ,5.05  ,25900   ,6875703      ,10687251    ,80.22                   ,51.61                  ,No        ,5.24  ,5.266  ,5.06  ,58.72                 ,7537017       ,7059551    ,73.18                    ,78.13                 ,No                ,Materials             ,0.20          ,5.07      ,4.97  ,9400    ,7288146     ,64.86                     ,75.68                  ,33.33M         ,No                  ,B  ,--       ,B-                 ,11.11          ,11.11                 ,66.67           ,11.11                  ,--              ,9                 ,2.78              ,69.55M    ,645.96M,69.55M  ,395.44M           ,0.18    ,0.18      ,-0.23     ,0.10        ,0.05      ,-0.08     ,0.05      ,1.00                        ,10.77     ,462.72            ,-0.02  ,-0.45                  ,-7.18                      ,-0.8096                ,-14.50                  ,+79.84               ,+0.49                ,+37.55               ,+0.42     ,5.12         ,6.72     ,2.374                  ,4.61      ,2.46     ,72.97                   ,1.72                         ,-0.39   ,+0.17,-0.25                  ,+0.07                 ,-0.5509                ,-13.77                   ,-3.20                ,+44.24               ,-8.22                ,+4.93             ,8               ,5.12      ,6.78    ,4.70        ,4.61    ,-2.51                ,0.216          ,-0.19    ,+3.35,+0.166                  ,-0.392                   ,-9.80                    ,-0.8598               ,+81.10               ,+15.66               ,+0.04                ,+3.03             ,6.72       ,7.64      ,4.61     ,4.61   ,0.296        ,6.00             ,-0.08         ,1.21              ,--                   ,28.40                    ,1.36            ,34.25        ,50.99                ,3.10     ,4.92      ,5.92      ,5.88       ,5.34      ,5.78       ,41.13                ,44.91     ,28.77                   ,30.14,6.77                ,-1.46                     ,-0.34          ,5.82      ,5.81       ,5.14      ,5.71      ,5.74       ,41.69     ,45.03                ,30.90         ,20.20,-0.33      ,-1.01          ,-0.35                     ,5.46      ,5.95       ,5.75      ,41.88                ,15.19                   ,13.49   ,4.16                   ,-1.40          ,-1.02                     ,-24144.68 , 
BPMC  ,-3.62      ,40.48     ,201451    ,--       ,1.39B     ,55             ,+3.38                     ,64.89     ,37.80     ,1.69 ,-19.42      ,7.61                   ,21.68             ,31.94                  ,36.41                  ,Biotechnology                     ,NASDAQ  ,BLUEPRINT MEDICINES CORP ,Biotechnology                     ,--      ,42.00         ,40.40 ,300     ,744395       ,332259      ,27.06                   ,60.63                  ,No        ,42.00 ,42.18  ,40.56 ,67.27                 ,423083        ,370894     ,47.62                    ,54.31                 ,No                ,Health Care           ,--            ,42.00     ,40.34 ,100     ,403007      ,43.44                     ,49.99                  ,29.44M         ,No                  ,D  ,--       ,--                 ,50.00          ,50.00                 ,--              ,--                     ,--              ,8                 ,1.50              ,-72.50M   ,27.77M ,-72.50M ,33.2M             ,-2.64   ,-2.64     ,-3.07     ,-3.58       ,-32.41    ,-23.43    ,--        ,--                          ,-261.04   ,262.00            ,-1.52  ,+4.69                  ,+15.36                     ,+10.52                 ,+21.93                  ,0.00                 ,0.00                 ,+85.26               ,0.00      ,42.42        ,42.42    ,-3.85                  ,32.43     ,13.27    ,92.39                   ,-8.58                        ,-3.62   ,0.00 ,+12.15                 ,+0.12                 ,+5.99                  ,+33.43                   ,+49.73               ,0.00                 ,+19.78               ,-40.61            ,5               ,42.42     ,42.42   ,39.86       ,32.43   ,-27.07               ,1.70           ,-1.52    ,0.00 ,+1.37                   ,+5.59                    ,+16.63                   ,+7.55                 ,+131.29              ,0.00                 ,+26.18               ,-31.40            ,42.42      ,38.33     ,32.43    ,27.83  ,1.84         ,99.00            ,-0.14         ,-0.68             ,--                   ,--                       ,6.53            ,0.71         ,--                   ,50.21    ,37.87     ,34.68     ,31.93      ,37.18     ,32.67      ,74.37                ,59.73     ,9.11                    ,80.58,41.58               ,7.65                      ,12.05          ,33.59     ,28.39      ,37.01     ,34.94     ,--         ,61.83     ,62.04                ,55.77         ,86.31,1.10       ,7.87           ,14.97                     ,36.41     ,32.58      ,34.42     ,65.63                ,32.09                   ,89.77   ,31.24                  ,4.62           ,10.31                     ,1456.99   , 
AKS   ,-3.55      ,8.275     ,10659166  ,--       ,2.63B     ,58             ,+4.10                     ,52.22     ,8.15      ,-0.18,-45.56      ,60.62                  ,-9.30             ,18.22                  ,8.26                   ,Metals & Mining                   ,NYSE    ,AK STEEL HOLDING CORP    ,Steel                             ,--      ,8.36          ,8.27  ,11200   ,12053330     ,20106915    ,88.43                   ,53.01                  ,No        ,8.58  ,8.655  ,8.28  ,83.48                 ,16664051      ,21363389   ,63.97                    ,49.89                 ,No                ,Materials             ,--            ,8.36      ,7.69  ,5800    ,17888668    ,71.14                     ,59.59                  ,95.91M         ,Yes                 ,C  ,****     ,C                  ,14.29          ,--                    ,71.43           ,7.14                   ,7.14            ,14                ,2.93              ,58.20M    ,5.88B  ,58.20M  ,314.79M           ,-0.03   ,-0.03     ,-2.86     ,0.69        ,-0.65     ,-0.34     ,-9.06     ,4.00                        ,-0.13     ,692.06            ,-0.085 ,-0.405                 ,+1.16                      ,+0.7429                ,-5.07                   ,+94.92               ,+5.66                ,+94.63               ,+2.73     ,8.41         ,9.19     ,2.735                  ,7.60      ,3.31     ,39.38                   ,-1.93                        ,-1.02   ,+0.22,-2.145                 ,+0.06                 ,+0.05                  ,+9.75                    ,-18.12               ,+20.57               ,-8.76                ,-9.31             ,8               ,8.41      ,11.28   ,7.94        ,7.60    ,-4.38                ,0.38           ,-0.305   ,+2.63,+0.329                  ,+0.0963                  ,+0.60                    ,-0.4468               ,+85.06               ,+99.48               ,+86.77               ,+1.43             ,9.19       ,11.39     ,7.60     ,7.60   ,0.965        ,4.00             ,-0.585        ,-10.62            ,--                   ,--                       ,--              ,2002.87      ,12.09                ,0.45     ,8.00      ,8.76      ,7.98       ,8.21      ,8.15       ,54.55                ,50.49     ,24.58                   ,54.44,9.05                ,-0.21                     ,-2.11          ,9.07      ,6.78       ,8.12      ,8.48      ,7.93       ,48.52     ,50.86                ,20.15         ,47.28,-0.22      ,-1.80          ,-2.21                     ,8.26      ,8.62       ,8.47      ,49.12                ,16.33                   ,33.54   ,7.48                   ,-0.22          ,-1.08                     ,-18120.08 , 
RDC   ,-3.55      ,15.20     ,1641070   ,6.18     ,1.98B     ,83             ,+1.36                     ,28.40     ,16.50     ,-0.79,-94.49      ,16.05                  ,-25.66            ,23.83                  ,17.10                  ,Energy Equipment & Services       ,NYSE    ,ROWAN COMPANIES PLC      ,Oil & Gas Drilling                ,--      ,15.75         ,15.19 ,1500    ,3537292      ,3427050     ,46.39                   ,47.89                  ,No        ,15.76 ,15.88  ,15.20 ,91.86                 ,3363782       ,2912774    ,48.79                    ,56.34                 ,Yes               ,Energy                ,--            ,15.75     ,15.07 ,800     ,3195728     ,45.42                     ,51.35                  ,55.34M         ,No                  ,B  ,****     ,--                 ,8.82           ,11.76                 ,67.65           ,5.88                   ,5.88            ,34                ,2.88              ,320.60M   ,1.84B  ,320.60M ,125.5M            ,2.55    ,2.55      ,0.75      ,-0.99       ,-0.93     ,2.03      ,1.46      ,-186.68                     ,17.39     ,631.88            ,-0.55  ,-3.17                  ,-7.90                      ,-0.90                  ,-13.79                  ,-16.69               ,-54.68               ,+7.03                ,+1.64     ,15.79        ,19.01    ,5.80                   ,14.98     ,12.00    ,83.95                   ,10.75                        ,-3.49   ,+0.01,-4.10                  ,-0.03                 ,-1.64                  ,-5.39                    ,-16.62               ,-51.50               ,+1.68                ,+6.49             ,5               ,16.03     ,20.50   ,15.30       ,14.98   ,-3.07                ,0.68           ,-0.56    ,+0.06,+0.21                   ,-1.35                    ,-9.42                    ,-2.52                 ,-1.01                ,-53.36               ,+45.43               ,+3.77             ,18.97      ,21.68     ,14.98    ,14.98  ,0.81         ,4.00             ,-0.13         ,0.26              ,--                   ,6.18                     ,0.39            ,49.93        ,--                   ,1.07     ,16.14     ,18.18     ,17.01      ,16.80     ,17.37      ,32.97                ,44.36     ,36.38                   ,5.51 ,19.39               ,-3.21                     ,-4.52          ,18.41     ,16.44      ,16.83     ,17.54     ,17.24      ,39.67     ,45.64                ,43.38         ,11.36,-0.59      ,-3.96          ,-4.17                     ,17.10     ,17.50      ,17.56     ,41.60                ,14.37                   ,11.34   ,14.82                  ,-3.10          ,-3.62                     ,-11821.40 , 
