20160216,492.9400,493.0000,478.0000,484.0100,1131200
20160217,514.0100,514.8000,495.2200,495.4300,1638900
20160218,515.9300,518.8600,502.0500,515.0000,1129000
20160219,511.5800,526.2300,509.5000,512.2000,1413400
20160222,525.9000,529.3900,514.4900,515.0000,1429000
20160223,525.0600,530.8500,513.1100,514.0000,1451700
20160224,514.8600,522.8700,512.6600,519.7700,1040300
20160225,505.3300,515.8500,497.5100,514.2100,1180900
20160226,506.0100,508.0000,493.1100,507.0000,1030100
20160229,509.1600,522.5200,506.7700,508.0000,1426700
20160301,509.9700,516.0000,506.0300,514.2500,854800
20160302,525.6900,528.9500,512.8000,512.8000,1208000
20160303,524.2900,530.1300,519.2700,520.0000,1080300
20160304,529.0000,541.9300,527.3000,529.2900,1511900
20160307,533.6900,536.0000,520.0800,522.9700,824900
20160308,524.6900,542.5000,523.4200,536.3000,1103700
20160309,506.6300,518.6100,492.5000,512.5600,3399300
20160310,503.6800,514.0000,498.9300,509.9000,1309400
20160311,507.8500,514.8900,504.2500,507.3700,1314900
20160314,515.7300,521.5100,508.0100,508.8700,1149600
20160315,503.0000,511.5000,499.4200,510.9900,1213700
20160316,500.3500,506.0000,473.1100,479.8600,3119600
20160317,471.5900,497.4200,470.8000,494.0300,2282000
20160318,455.3700,473.4200,454.5000,469.9800,2878500
20160321,462.4800,463.4200,452.7800,455.2000,1347700
20160322,471.7600,474.1200,458.4000,462.0300,1026800
20160323,474.4600,481.6300,471.0000,472.9600,798200
20160324,471.3700,472.3500,462.4500,471.4400,1019200
20160328,475.3100,480.6200,472.4900,474.0000,738800
20160329,460.0000,468.1200,453.8700,466.4500,1540400
20160330,466.1500,471.0000,454.2400,462.0000,1068600
20160331,470.9700,473.7500,462.5100,468.9500,802400
20160401,464.8100,467.9000,455.7500,459.3300,988500
20160404,465.0000,473.1700,463.0100,466.4900,676000
20160405,463.4200,470.1900,460.2300,461.2500,629500
20160406,455.2500,466.1500,454.8000,462.0900,989400
20160407,450.6000,455.9200,444.4400,455.6000,1288300
20160408,451.2500,458.7500,448.5300,451.2500,831700
20160411,444.2100,456.5600,444.0000,453.5400,825100
20160412,444.6200,447.0000,434.0600,445.5200,1065100
20160413,444.6600,446.6400,435.8900,442.7300,1067700
20160414,456.0100,460.9900,452.0000,460.0000,1170200
20160415,469.2900,469.9800,457.0000,457.1400,1271100
20160418,460.1200,468.9900,458.0000,468.0000,925400
20160419,455.1800,465.0000,452.5000,462.0100,648800
20160420,458.0000,462.9900,454.0000,457.1100,483100
20160421,448.1400,462.8000,447.5900,461.0000,740200
20160422,442.7300,453.9900,438.2600,452.1500,921800
20160425,443.1000,444.9500,438.0000,442.7000,977200
20160426,445.9200,447.2700,438.7200,445.0000,1719100
20160427,417.2200,430.0000,415.0000,425.0000,3884600
20160428,423.4000,431.4200,417.3800,417.8300,1429100
20160429,420.9700,424.7400,417.7500,422.8900,963100
20160502,433.5000,434.1500,420.3300,422.0000,965500
20160503,437.9500,447.4600,433.2800,433.6000,1290400
20160504,433.3000,438.7000,432.1000,437.0600,674800
20160505,435.0000,438.2600,430.7500,433.8300,609900
20160506,433.8100,435.3300,426.0300,434.0000,733600
20160509,453.1700,456.8800,435.0500,435.0500,1420900
20160510,455.5900,456.7700,449.0100,456.6300,781100
20160511,454.0000,459.3000,450.2700,455.9700,1046000
20160512,457.0100,461.3000,456.3500,457.0800,1092900
20160513,458.3500,464.9000,455.1200,457.0100,899400
20160516,444.5600,452.7100,438.5300,452.0700,1493000
20160517,446.0800,449.8400,444.2600,445.0300,735700
20160518,448.6100,450.3000,441.4000,444.7000,548400
20160519,450.6400,454.3700,447.1800,447.1800,606400
20160520,449.9200,450.2300,439.8100,448.9000,1314200
