Date,Open,High,Low,Close,Volume,Adj Close
2009-02-11,26.0,27.07,25.9,26.43,21745900,22.944926000000002
2009-02-12,26.360001,27.190001000000002,26.0,27.16,3970800,23.578667000000003
2009-02-13,26.77,27.190001000000002,26.67,26.809998999999998,1064800,23.274818
2009-02-17,26.440001000000002,27.629998999999998,26.299999,27.26,1264600,23.665481
2009-02-18,27.629998999999998,28.219998999999998,27.200001,27.950001,1465800,24.264498
2009-02-19,27.91,28.98,27.879998999999998,28.559998999999998,1156200,24.794062
2009-02-20,28.43,29.629998999999998,27.870001000000002,29.629998999999998,1547800,25.722970999999998
2009-02-23,29.66,29.85,27.27,27.299999,1100500,23.700206
2009-02-24,27.41,28.0,27.059998999999998,27.49,911300,23.865153
2009-02-25,27.82,28.35,26.85,27.92,985000,24.238453
2009-02-26,28.27,28.299999,27.0,27.559998999999998,601600,23.925923
2009-02-27,27.35,27.85,27.02,27.59,457000,23.951967
2009-03-02,27.6,27.84,26.860001,27.0,585300,23.439764999999998
2009-03-03,27.26,27.299999,26.0,26.440001000000002,750100,22.953607
2009-03-04,26.969998999999998,27.450001,26.719998999999998,27.0,544600,23.439764999999998
2009-03-05,27.0,27.190001000000002,26.610001,27.030001000000002,910600,23.46581
2009-03-06,26.9,27.18,26.25,26.440001000000002,526200,22.953607
2009-03-09,26.25,27.1,26.120001000000002,26.360001,166500,22.884156
2009-03-10,26.370001000000002,27.129998999999998,26.299999,26.459999,251600,22.970969
2009-03-11,26.25,26.98,26.16,26.58,812200,23.075146
2009-03-12,26.360001,28.02,26.35,27.98,1003600,24.290541
2009-03-13,28.25,28.33,27.34,27.42,430200,23.804384
2009-03-16,27.700001,27.700001,26.209999,26.32,437400,22.849429999999998
2009-03-17,26.299999,27.6,26.25,27.540001,336800,23.908561
2009-03-18,27.15,27.75,27.02,27.58,333700,23.943285999999997
2009-03-19,27.4,27.76,27.110001,27.42,326700,23.804384
2009-03-20,27.57,28.379998999999998,27.129998999999998,27.67,442200,24.021419
2009-03-23,27.77,27.969998999999998,26.5,27.370001000000002,623400,23.760977
2009-03-24,26.959999,27.5,26.51,27.1,742300,23.526579
2009-03-25,26.99,28.0,26.76,27.280001000000002,557200,23.682845
2009-03-26,27.26,27.700001,26.75,27.549999,462300,23.917241
2009-03-27,27.25,27.75,27.15,27.530001000000002,332000,23.89988
2009-03-30,26.91,28.0,26.709999,27.280001000000002,516600,23.682845
2009-03-31,27.73,28.98,27.549999,28.870001000000002,3027700,25.063187
2009-04-01,28.860001,28.860001,27.690001000000002,27.879998999999998,760500,24.203727
2009-04-02,28.379998999999998,28.43,27.08,27.35,517400,23.743614
2009-04-03,27.48,27.58,27.059998999999998,27.35,370600,23.743614
2009-04-06,27.049999,28.08,26.809998999999998,28.049999,353200,24.351311
2009-04-07,27.549999,28.33,27.110001,27.15,664300,23.569986
2009-04-08,27.57,27.57,26.84,26.9,378500,23.352951
2009-04-09,27.1,27.209999,26.26,26.6,789500,23.09251
2009-04-13,26.84,27.0,26.200001,26.48,394100,22.988332
2009-04-14,26.43,27.360001,26.15,26.5,377000,23.005695000000003
2009-04-15,26.74,26.84,26.0,26.610001,754400,23.101191
2009-04-16,26.65,27.32,26.459999,27.0,228800,23.439764999999998
2009-04-17,27.139999,27.139999,26.360001,26.469998999999998,658400,22.979651
2009-04-20,26.379998999999998,26.379998999999998,25.719998999999998,26.219998999999998,354600,22.762616
2009-04-21,26.0,26.91,25.959999,26.360001,276400,22.884156
2009-04-22,26.0,26.860001,25.98,26.610001,464400,23.101191
2009-04-23,26.940001000000002,27.059998999999998,26.200001,26.33,391000,22.858112
2009-04-24,26.870001000000002,26.870001000000002,26.040001,26.280001000000002,615300,22.814705
2009-04-27,26.0,26.860001,26.0,26.25,536700,22.78866
2009-04-28,27.620001000000002,29.540001,27.1,28.469998999999998,1585700,24.715929
2009-04-29,28.98,29.049999,27.75,28.959999,951000,25.141318
2009-04-30,28.809998999999998,29.299999,28.0,28.25,571100,24.524939
2009-05-01,28.290001,28.450001,27.75,28.360001,242800,24.620435
2009-05-04,28.799999,30.129998999999998,28.700001,30.129998999999998,384000,26.157041
2009-05-05,30.440001000000002,31.0,29.049999,30.799999,496500,26.738694
2009-05-06,31.190001000000002,31.35,28.790001,29.75,906500,25.827149
2009-05-07,29.98,30.049999,28.82,29.969998999999998,395100,26.018139
2009-05-08,30.059998999999998,30.76,29.48,30.76,490900,26.70397
2009-05-11,30.440001000000002,30.860001,29.74,29.950001,277000,26.000777
2009-05-12,29.74,30.110001,29.35,29.82,189000,25.887918
2009-05-13,29.9,29.959999,28.02,29.450001,593600,25.566707
2009-05-14,29.67,29.67,28.74,28.84,392600,25.037142000000003
2009-05-15,29.24,29.24,28.799999,28.82,498900,25.019779
2009-05-18,28.799999,29.209999,28.700001,29.209999,162100,25.358352
2009-05-19,28.77,29.860001,28.52,29.42,342500,25.540663000000002
2009-05-20,29.27,29.809998999999998,28.5,28.58,317000,24.811425
2009-05-21,28.1,29.780001000000002,27.700001,29.73,311600,25.809785
2009-05-22,29.41,29.879998999999998,29.290001,29.700001,97100,25.783742
2009-05-26,29.59,31.17,29.559998999999998,30.74,399300,26.686606
2009-05-27,30.389999,31.200001,30.0,30.41,269100,26.40012
2009-05-28,30.74,31.0,30.23,30.42,500700,26.408802
2009-05-29,30.049999,31.16,29.780001000000002,31.16,921000,27.051225
2009-06-01,31.280001000000002,32.68,31.16,31.799999,488900,27.606834000000003
2009-06-02,31.42,32.189999,31.280001000000002,32.009997999999996,359400,27.789142
2009-06-03,31.48,32.189999,31.48,32.0,466400,27.780462
2009-06-04,31.82,32.0,30.82,31.700001,263100,27.520021000000003
2009-06-05,31.469998999999998,32.07,31.01,31.959999,184400,27.745735999999997
2009-06-08,32.119999,32.119999,31.459999,31.48,112000,27.329029
2009-06-09,31.889999,32.0,31.52,31.92,191100,27.711011
2009-06-10,31.99,31.99,30.299999,30.860001,397300,26.790784000000002
