Symbol,% Chg(Open),Last Trade,Change,High  ,Low   ,Volume    ,Prev Close,Open  ,% Change,Market Cap,Sector                    ,Exchange,P/E (ttm), 
ZTO   ,-5.23      ,11.59     ,-0.60 ,12.23 ,11.54 ,3322716   ,12.19     ,12.23 ,-4.92   ,6.40B     ,Industrials               ,NYSE    ,27.80    , 
CLNS  ,-4.23      ,12.90     ,-0.57 ,13.51 ,12.83 ,3786255   ,13.47     ,13.47 ,-4.23   ,7.58B     ,Real Estate               ,NYSE    ,23.31    , 
AKZOY ,-3.71      ,25.24     ,-0.35 ,26.21 ,24.89 ,258231    ,25.59     ,26.21 ,-1.38   ,17.16B    ,Materials                 ,OTC     ,15.95    , 
AMX   ,-3.19      ,12.73     ,-0.67 ,13.19 ,12.55 ,11517043  ,13.40     ,13.15 ,-5.00   ,30.52B    ,Telecommunication Services,NYSE    ,96.11    , 
GWW   ,-2.88      ,242.81    ,-7.34 ,251.07,242.81,370456    ,250.15    ,250.00,-2.93   ,14.72B    ,Industrials               ,NYSE    ,25.34    , 
VIPS  ,-2.81      ,12.81     ,-0.38 ,13.23 ,12.79 ,3815451   ,13.19     ,13.18 ,-2.88   ,6.69B     ,Consumer Discretionary    ,NYSE    ,25.96    , 
FAST  ,-2.78      ,49.99     ,-1.45 ,51.84 ,49.96 ,1845282   ,51.44     ,51.42 ,-2.82   ,14.88B    ,Industrials               ,NGM/NGS ,29.76    , 
EXR   ,-2.77      ,76.52     ,-2.10 ,78.98 ,76.35 ,733963    ,78.62     ,78.70 ,-2.67   ,9.90B     ,Real Estate               ,NYSE    ,27.05    , 
GLPI  ,-2.74      ,30.37     ,-1.46 ,31.30 ,30.24 ,692844    ,31.82     ,31.22 ,-4.57   ,6.61B     ,Real Estate               ,NASDAQ  ,19.87    , 
TSO   ,-2.74      ,80.95     ,-2.81 ,83.23 ,80.39 ,2281302   ,83.76     ,83.23 ,-3.35   ,9.80B     ,Energy                    ,NYSE    ,13.68    , 
AAL   ,-2.70      ,43.30     ,-1.59 ,44.93 ,43.25 ,7817547   ,44.89     ,44.50 ,-3.54   ,22.63B    ,Industrials               ,NASDAQ  ,9.33     , 
PPG   ,-2.69      ,103.15    ,-3.68 ,107.32,101.42,5069057   ,106.83    ,106.00,-3.44   ,27.47B    ,Materials                 ,NYSE    ,32.56    , 
SPG   ,-2.62      ,170.08    ,-4.61 ,174.77,169.50,2917716   ,174.69    ,174.66,-2.64   ,55.87B    ,Real Estate               ,NYSE    ,29.76    , 
GGP   ,-2.58      ,23.02     ,-0.56 ,23.70 ,22.86 ,6117480   ,23.58     ,23.63 ,-2.37   ,20.87B    ,Real Estate               ,NYSE    ,17.60    , 
FLR   ,-2.51      ,53.00     ,-1.63 ,54.52 ,52.91 ,1256142   ,54.63     ,54.36 ,-2.99   ,7.61B     ,Industrials               ,NYSE    ,27.32    , 
SBS   ,-2.50      ,9.75      ,-0.59 ,10.175,9.73  ,1494608   ,10.34     ,10.00 ,-5.71   ,7.19B     ,Utilities                 ,NYSE    ,10.44    , 
KIM   ,-2.50      ,21.67     ,-0.58 ,22.39 ,21.59 ,4110326   ,22.24     ,22.22 ,-2.59   ,9.47B     ,Real Estate               ,NYSE    ,28.15    , 
BSBR  ,-2.38      ,10.04     ,-0.34 ,10.28 ,10.03 ,1916269   ,10.37     ,10.28 ,-3.23   ,39.59B    ,Financials                ,NYSE    ,18.63    , 
THO   ,-2.36      ,99.10     ,-2.35 ,101.76,98.23 ,1270287   ,101.45    ,101.50,-2.32   ,5.33B     ,Consumer Discretionary    ,NYSE    ,17.53    , 
SINA  ,-2.32      ,69.46     ,-1.24 ,71.26 ,68.79 ,660109    ,70.70     ,71.11 ,-1.75   ,5.01B     ,Information Technology    ,NGM/NGS ,23.49    , 
