20000103,1.282350,1.290250,1.282150,1.289250,16445,72961
20000104,1.288650,1.289650,1.271450,1.271950,34033,70191
20000105,1.272050,1.276050,1.261050,1.261150,31753,69312
20000106,1.261650,1.264350,1.249450,1.250650,48706,70128
20000107,1.251350,1.256050,1.246350,1.252450,27582,74777
20000110,1.253450,1.260750,1.251050,1.253450,14366,74958
20000111,1.252850,1.257050,1.242650,1.246350,37045,93277
20000112,1.245150,1.249450,1.243650,1.246150,15394,93086
20000113,1.246850,1.249850,1.242550,1.243550,10333,95544
20000114,1.243450,1.250350,1.240950,1.247550,16769,95344
20000118,1.254550,1.255350,1.246850,1.247650,16260,95363
20000119,1.247250,1.252250,1.243450,1.250550,17967,93177
20000120,1.250150,1.251450,1.246350,1.250550,9865,93121
20000121,1.250250,1.258050,1.248150,1.254850,13574,91761
20000124,1.250950,1.255550,1.244850,1.247250,16455,96740
20000125,1.247850,1.247850,1.242950,1.244550,10949,98396
20000126,1.244150,1.247550,1.241350,1.245850,8944,99669
20000127,1.245850,1.255350,1.244350,1.252350,24711,97523
20000128,1.251950,1.255850,1.231350,1.233350,43878,110026
20000131,1.234750,1.237050,1.228850,1.229650,16821,110576
20000201,1.230250,1.232250,1.225350,1.226350,9768,110742
20000202,1.226750,1.227350,1.215850,1.222750,15413,112909
20000203,1.222750,1.232350,1.217550,1.226750,18319,114455
20000204,1.226750,1.231750,1.223450,1.230350,14511,114803
20000207,1.230350,1.231050,1.216550,1.217150,16865,116757
20000208,1.219350,1.219350,1.209150,1.212250,13136,118010
20000209,1.211150,1.218250,1.208950,1.213650,15642,122333
20000210,1.214350,1.220650,1.213450,1.215350,10978,123619
20000211,1.214350,1.216150,1.207850,1.215650,13641,122755
20000214,1.215350,1.222350,1.214150,1.216150,12033,123661
20000215,1.215550,1.218750,1.211050,1.213250,15923,122465
20000216,1.213450,1.214850,1.208450,1.210650,9896,121466
20000217,1.210550,1.211150,1.199450,1.200450,18451,123716
20000218,1.200050,1.202650,1.194650,1.197250,12480,125908
20000222,1.199350,1.201650,1.190650,1.198950,15209,124864
20000223,1.197950,1.203750,1.193550,1.193950,12387,121217
20000224,1.194450,1.199550,1.191950,1.195650,9177,121421
20000225,1.194850,1.203050,1.191950,1.202850,13970,123835
20000228,1.201850,1.217850,1.200550,1.210150,23918,122048
20000229,1.209050,1.209150,1.200850,1.202850,14939,120227
20000301,1.202150,1.233850,1.200750,1.228450,53487,103795
20000302,1.228350,1.232350,1.220550,1.222850,24775,100455
20000303,1.221350,1.225350,1.219350,1.221350,23258,95376
20000306,1.222750,1.230750,1.221550,1.223850,16702,88865
20000307,1.224750,1.238850,1.220350,1.236250,17537,82958
20000308,1.236050,1.236350,1.225350,1.227950,21628,68994
20000309,1.226550,1.234850,1.225550,1.231850,18043,64330
20000310,1.231350,1.235950,1.230150,1.234950,13846,67813
20000313,1.233750,1.247350,1.229950,1.240150,19408,69705
20000314,1.240450,1.249050,1.236150,1.244850,10710,70125
20000315,1.244850,1.247350,1.232150,1.239950,10216,69541
20000316,1.239950,1.243350,1.236550,1.239550,9334,68046
20000317,1.239250,1.241350,1.228550,1.229150,19649,69936
20000320,1.227550,1.233050,1.225250,1.232650,10577,67900
20000321,1.232150,1.232850,1.224250,1.225850,11760,67203
20000322,1.225850,1.230450,1.224650,1.226850,7188,67234
20000323,1.226750,1.226750,1.218550,1.222250,17139,66730
20000324,1.221450,1.228450,1.219750,1.225550,9836,66613
20000327,1.227550,1.229250,1.224050,1.227750,9495,66990
20000328,1.227550,1.237350,1.227450,1.235450,16139,68251
20000329,1.234550,1.243450,1.230650,1.237850,13878,68864
20000330,1.235950,1.244150,1.234550,1.238150,17845,69951
20000331,1.238350,1.271150,1.232550,1.268350,54659,76646
20000403,1.257650,1.263050,1.234350,1.243850,32396,77061
20000404,1.244450,1.250950,1.235250,1.243650,14074,75473
20000405,1.243650,1.244350,1.237050,1.242950,8097,76030
20000406,1.242950,1.245050,1.240450,1.243750,8453,77072
20000407,1.244050,1.244650,1.236550,1.237450,7355,75602
20000410,1.237150,1.238450,1.224850,1.227950,15693,72564
20000411,1.228550,1.229050,1.221550,1.222150,7588,70779
20000412,1.222850,1.239350,1.222550,1.233150,15501,72144
20000413,1.233950,1.235250,1.230050,1.233150,5268,71710
20000414,1.233050,1.242550,1.229550,1.241250,12548,72856
20000417,1.244950,1.256750,1.235750,1.246750,13331,74252
20000418,1.246150,1.248650,1.240150,1.242350,7369,73781
20000419,1.242050,1.247050,1.239250,1.241650,9328,74339
20000420,1.242150,1.244050,1.234350,1.235650,6987,74828
20000424,1.231550,1.238250,1.229750,1.232250,6840,74088
20000425,1.232350,1.236650,1.229550,1.231550,11677,73639
20000426,1.231250,1.233950,1.222550,1.227250,18060,75224
20000427,1.226950,1.230550,1.223350,1.226050,9258,73772
20000428,1.225450,1.226150,1.209050,1.209350,39492,77042
20000501,1.211950,1.213550,1.201050,1.203050,17829,80249
20000502,1.203650,1.208550,1.202450,1.206050,9609,78671
20000503,1.206450,1.207450,1.197650,1.200050,13258,82006
20000504,1.200850,1.213550,1.196650,1.209650,16672,79416
20000505,1.208550,1.216950,1.204550,1.206250,12228,78490
20000508,1.204850,1.207550,1.200250,1.202050,5152,79636
20000509,1.201650,1.205050,1.196050,1.197750,9024,79220
20000510,1.198050,1.204750,1.196750,1.197650,8930,79971
20000511,1.198050,1.210550,1.192450,1.204750,12608,79347
20000512,1.205050,1.212550,1.200050,1.205750,8182,78977
20000515,1.204350,1.204350,1.195550,1.196150,7520,80437
20000516,1.196450,1.202650,1.192850,1.197150,8754,81204
20000517,1.197150,1.200050,1.191750,1.197150,8742,81335
20000518,1.196750,1.204950,1.195850,1.202050,11568,80112
20000519,1.202650,1.223050,1.201250,1.218850,25821,78241
20000522,1.216150,1.218950,1.212850,1.216450,9089,76962
20000523,1.215750,1.222050,1.214250,1.220150,7572,77405
20000524,1.220150,1.221750,1.208250,1.209350,15539,78228
20000525,1.210050,1.213450,1.207050,1.211650,6470,77260
20000526,1.212950,1.219550,1.208550,1.216150,12075,76369
20000530,1.216450,1.224050,1.215350,1.219450,14715,76350
20000531,1.219650,1.222350,1.207050,1.209050,21069,79186
20000601,1.208850,1.209650,1.197550,1.201450,17061,77134
20000602,1.201350,1.209050,1.197050,1.203250,11059,75571
20000605,1.205250,1.212250,1.203450,1.208450,12402,76799
20000606,1.209550,1.230050,1.208850,1.226350,30186,77097
20000607,1.226150,1.231650,1.221250,1.227350,11492,76290
20000608,1.227750,1.228750,1.220550,1.221050,15513,75216
20000609,1.222250,1.224050,1.213350,1.214850,15035,62557
20000612,1.214650,1.218850,1.211350,1.215450,9521,60593
20000613,1.213550,1.220150,1.213550,1.213950,12877,55064
20000614,1.212350,1.218950,1.212250,1.215450,8300,51435
20000615,1.214550,1.222550,1.214550,1.215850,5246,47970
20000616,1.215050,1.220450,1.214050,1.219250,3826,46261
20000619,1.216350,1.223450,1.215050,1.222050,11932,34902
20000620,1.222150,1.226750,1.219650,1.224650,9275,37021
20000621,1.224850,1.226450,1.222050,1.223350,5854,37147
20000622,1.222750,1.236450,1.221650,1.233450,28047,45519
20000623,1.233050,1.237850,1.228650,1.230650,14434,47495
20000626,1.231150,1.234450,1.220450,1.220950,19707,44147
20000627,1.221250,1.225050,1.218850,1.224950,5657,43732
20000628,1.224750,1.224750,1.219950,1.222150,4630,42862
20000629,1.221950,1.233150,1.220950,1.226050,17228,47330
20000630,1.225450,1.228350,1.213150,1.218150,21835,43452
20000703,1.216050,1.220450,1.212750,1.220050,5169,42876
20000705,1.215950,1.220450,1.205750,1.207150,27469,45617
20000706,1.207150,1.208950,1.202750,1.203050,14373,46050
20000707,1.202850,1.205050,1.198850,1.199050,11282,48029
20000710,1.199250,1.210450,1.198850,1.205350,12234,48448
20000711,1.205750,1.209950,1.205050,1.205850,5669,49316
20000712,1.205950,1.205950,1.193450,1.194550,17265,54040
20000713,1.195250,1.206050,1.193750,1.194850,12984,54013
20000714,1.195650,1.200950,1.193150,1.197650,6890,54226
20000717,1.199850,1.202950,1.189950,1.193650,9114,54809
20000718,1.195750,1.199950,1.192550,1.193650,13801,58626
20000719,1.194050,1.198450,1.192450,1.193550,11905,56866
20000720,1.193650,1.202250,1.193350,1.199050,9380,56996
20000721,1.199450,1.201050,1.185550,1.188350,25117,67776
20000724,1.188350,1.191850,1.185850,1.189450,9780,67414
20000725,1.189450,1.190650,1.184050,1.184850,8765,66566
20000726,1.185950,1.187650,1.183050,1.184450,5728,66660
20000727,1.185150,1.188450,1.183350,1.184650,8055,67695
20000728,1.184250,1.189950,1.179350,1.181150,20332,74829
20000731,1.181350,1.184550,1.179250,1.182850,11037,76036
20000801,1.182750,1.186450,1.178950,1.185850,8783,74699
20000802,1.185150,1.191650,1.182950,1.185250,16022,75557
20000803,1.185550,1.194550,1.183850,1.189950,18342,74005
20000804,1.190150,1.192950,1.188050,1.189050,9994,72026
20000807,1.188650,1.188850,1.183350,1.183550,7865,73431
20000808,1.184350,1.190150,1.182750,1.187350,13337,73663
20000809,1.188050,1.194850,1.186950,1.194150,13582,75016
20000810,1.194750,1.196950,1.184050,1.185250,13485,74995
20000811,1.185250,1.189750,1.184150,1.186050,7916,75432
20000814,1.187250,1.187250,1.178350,1.179150,12277,78629
20000815,1.179050,1.184450,1.177950,1.182050,7545,78169
20000816,1.182050,1.189150,1.181250,1.186250,15040,79696
20000817,1.186150,1.189250,1.185550,1.186450,4294,79893
20000818,1.186450,1.190450,1.181550,1.186950,15463,76383
20000821,1.187750,1.192950,1.184150,1.185050,10657,77054
20000822,1.185150,1.189650,1.184650,1.188150,6654,76255
20000823,1.188150,1.200750,1.187450,1.198950,30115,78035
20000824,1.197750,1.202450,1.195550,1.200350,12103,74780
20000825,1.199350,1.201650,1.195950,1.199250,10839,72546
20000828,1.200250,1.206250,1.200150,1.202850,18061,73636
20000829,1.202950,1.206950,1.200750,1.206650,9685,73418
20000830,1.206650,1.207550,1.200450,1.203650,8398,73362
20000831,1.203050,1.204250,1.198950,1.200050,12045,71765
20000901,1.199850,1.210450,1.199850,1.208250,18604,70680
20000905,1.207850,1.209750,1.200950,1.207350,16756,66850
20000906,1.207650,1.209450,1.204850,1.206950,11509,65618
20000907,1.206550,1.216550,1.201250,1.213950,26623,63475
20000908,1.213850,1.213850,1.202650,1.204050,25083,55836
20000911,1.204550,1.205850,1.200150,1.204550,11907,52789
20000912,1.204850,1.205250,1.195450,1.196650,9750,46890
20000913,1.196650,1.197650,1.192150,1.194150,22044,42291
20000914,1.193950,1.196550,1.189950,1.190050,14046,37432
20000915,1.190150,1.193650,1.188350,1.192450,11264,38974
20000918,1.193650,1.197950,1.193250,1.195450,7372,38779
20000919,1.195650,1.197450,1.193350,1.195250,5542,38101
20000920,1.195250,1.200050,1.190950,1.197950,9885,38274
20000921,1.198150,1.200350,1.196050,1.196950,7544,39463
20000922,1.196750,1.198850,1.183650,1.184450,22623,44610
20000925,1.185150,1.190350,1.183150,1.187250,7349,44009
20000926,1.187250,1.192650,1.186450,1.188250,4342,43664
20000927,1.188550,1.191850,1.185750,1.190950,4381,43705
20000928,1.190550,1.191150,1.186650,1.188250,5876,43553
20000929,1.188450,1.189350,1.180050,1.182950,14891,46165
20001002,1.182850,1.183250,1.175650,1.176450,19494,53935
20001003,1.176550,1.179750,1.175150,1.176750,6450,54205
20001004,1.176350,1.178650,1.171350,1.172250,18523,62022
20001005,1.172550,1.173850,1.169350,1.173150,16867,65985
20001006,1.173250,1.176950,1.172950,1.175850,5606,66477
20001010,1.176050,1.185550,1.175150,1.185150,13013,65810
20001011,1.184450,1.186950,1.181050,1.186250,8619,64291
20001012,1.186050,1.188150,1.180350,1.186550,10809,64340
20001013,1.185650,1.186050,1.182150,1.183850,7183,63637
20001016,1.184650,1.185750,1.178650,1.180750,9356,65370
20001017,1.180850,1.182650,1.179350,1.181450,6181,64985
20001018,1.180350,1.186650,1.178150,1.184050,15885,62958
20001019,1.183950,1.184250,1.175650,1.178350,12688,66087
20001020,1.178050,1.179250,1.170550,1.172450,7824,67142
20001023,1.172650,1.178650,1.171650,1.178350,10099,66897
20001024,1.178150,1.180850,1.176150,1.180650,8236,64956
20001025,1.180650,1.183150,1.178450,1.178850,6500,63814
20001026,1.178650,1.180450,1.174150,1.176650,6809,64992
20001027,1.176950,1.177450,1.172250,1.174450,6497,66137
20001030,1.173450,1.175650,1.170750,1.171050,5524,65854
20001031,1.169250,1.170650,1.168150,1.170350,10578,68499
20001101,1.169450,1.176950,1.169450,1.176550,10954,67773
20001102,1.176350,1.178450,1.174550,1.176950,4755,67147
20001103,1.177050,1.190150,1.175650,1.187850,25791,60189
20001106,1.186550,1.188150,1.181850,1.183450,8350,59344
20001107,1.183250,1.187250,1.182750,1.186150,5845,58614
20001108,1.186750,1.187150,1.178450,1.184350,7522,59671
20001109,1.184350,1.185650,1.178650,1.183050,7173,60553
20001110,1.182950,1.183450,1.177650,1.178250,7219,60580
20001113,1.176650,1.182450,1.176650,1.180450,8905,58430
20001114,1.180250,1.181150,1.175350,1.175850,7052,58980
20001115,1.176050,1.177350,1.168750,1.169050,14773,62927
20001116,1.169050,1.170550,1.166750,1.167850,8855,65807
20001117,1.167850,1.170850,1.167550,1.168750,5253,65947
20001120,1.169050,1.169150,1.156250,1.159850,22588,74664
20001121,1.160050,1.161650,1.155150,1.157350,8586,76791
20001122,1.157450,1.162650,1.155650,1.156050,7578,77864
20001124,1.156250,1.157750,1.146250,1.146850,9492,80515
20001127,1.146850,1.153850,1.144850,1.153550,13647,78775
20001128,1.152450,1.157450,1.151150,1.156750,9413,76233
20001129,1.158650,1.159250,1.146650,1.147950,13018,79078
20001130,1.148450,1.154450,1.145750,1.154150,10135,76224
20001201,1.153650,1.154150,1.140650,1.146750,12313,76787
20001204,1.145650,1.153650,1.145650,1.147850,12522,75867
20001205,1.147550,1.153250,1.145350,1.147150,7586,75397
20001206,1.147650,1.155150,1.146850,1.153550,15096,76550
20001207,1.153350,1.154850,1.149350,1.151150,7978,75165
20001208,1.151450,1.152450,1.144050,1.145250,19012,65335
20001211,1.144950,1.151650,1.144650,1.149950,32387,65431
20001212,1.149250,1.149950,1.141450,1.143850,26873,68236
20001213,1.143850,1.144450,1.133450,1.135750,27637,70968
20001214,1.136350,1.137750,1.132250,1.136150,24354,82220
20001215,1.136650,1.139450,1.132850,1.134350,13527,84121
20001218,1.133950,1.139250,1.131450,1.137350,9865,84258
20001219,1.136950,1.139850,1.133250,1.134050,6289,85130
20001220,1.134350,1.135350,1.129650,1.131650,7959,86148
20001221,1.131650,1.138550,1.127950,1.135450,10372,82025
20001222,1.135450,1.137050,1.130750,1.131050,5223,82377
20001226,1.130350,1.130350,1.123450,1.123750,14441,88357
20001227,1.124250,1.124650,1.117950,1.118150,6342,88929
20001228,1.117950,1.119650,1.113350,1.117850,5232,87891
20001229,1.117950,1.118950,1.111850,1.115150,7494,88696
20010102,1.112450,1.118450,1.112150,1.116550,8531,88740
20010103,1.117050,1.123150,1.114950,1.122350,11695,87532
20010104,1.122650,1.122650,1.105750,1.106150,14970,88880
20010105,1.105650,1.106650,1.096250,1.098850,14629,87717
20010108,1.099050,1.105650,1.098750,1.105250,7555,86721
20010109,1.103350,1.105650,1.096550,1.097750,8589,88512
20010110,1.097450,1.104450,1.094150,1.099750,9404,88076
20010111,1.099950,1.099950,1.089650,1.090250,11823,87810
20010112,1.090250,1.092350,1.084950,1.085750,8972,86655
20010116,1.084550,1.094250,1.077850,1.092050,22715,87441
20010117,1.089950,1.095350,1.081150,1.081550,15774,86207
20010118,1.081350,1.089950,1.073850,1.086150,13184,84294
20010119,1.086450,1.094150,1.084450,1.093050,9850,84867
