Symbol,% Chg(Open),Last Trade,Volume    ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                                      ,Exchange,Description              ,Sub-Industry                       ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High  ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                    ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin,Sales per Employee,Change ,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap    ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (YTD3),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow, 
AU    ,-4.02      ,10.97     ,1946518   ,75.93    ,4.75B     ,88             ,+2.48                     ,49.33     ,10.97     ,-0.12,-31.58      ,15.79                  ,-4.24             ,22.86                  ,10.63                  ,Metals & Mining                               ,NYSE    ,ANGLOGOLD ASHANTI LTD    ,Gold                               ,0.10    ,11.39         ,10.97 ,7900    ,3200846      ,4115343     ,60.81                   ,47.30                  ,No        ,11.43 ,11.45 ,10.98 ,75.97                 ,3812603       ,4057763    ,51.05                    ,47.97                 ,No                ,Materials                 ,0.90          ,11.39     ,10.88 ,900     ,3866330     ,68.69                     ,50.35                  ,35.78M         ,No                  ,-- ,--       ,--                 ,--             ,--                    ,100.00          ,--                     ,--              ,4                 ,3.00              ,80.00M    ,4.09B  ,80.00M  ,408.81M           ,0.15    ,0.15      ,-0.21     ,--          ,-0.14     ,-6.92     ,1.77      ,24.32                       ,1.54    ,81.70             ,-0.42  ,+0.13                  ,+7.12                      ,-0.88                  ,-2.92                   ,+12.44               ,-69.83               ,-17.94               ,-1.33     ,11.57        ,11.99    ,11.46                  ,9.67      ,9.28     ,84.21                   ,-2.73                        ,-3.69   ,+0.04  ,+0.18                  ,-0.03                 ,+0.70                  ,-7.18                    ,+9.34                ,-34.35               ,+0.73                ,+3.11             ,1               ,11.57     ,13.68   ,11.33       ,9.67    ,-1.60                ,0.48           ,-0.46    ,+0.35,+0.28                   ,+0.76                    ,+6.50                    ,-0.34                 ,-14.18               ,-53.02               ,-31.51               ,+1.11             ,11.57      ,22.91     ,10.76    ,9.67   ,0.57         ,82.00            ,-0.09         ,3.29              ,--                   ,75.93                    ,1.81            ,77.85        ,--                   ,1.14     ,11.04     ,11.75     ,11.88      ,11.01     ,12.03      ,60.17                ,46.18     ,29.38                   ,68.42,11.65               ,0.40                      ,-0.06          ,11.70     ,14.51      ,10.67     ,11.38     ,12.27      ,46.51     ,47.60                ,9.73          ,80.54,-0.26      ,-1.03          ,1.11                      ,10.63     ,11.52      ,11.50     ,49.21                ,24.17                   ,81.86   ,9.62                   ,-0.05          ,-0.61                     ,-2149.64  , 
SSRI  ,-3.87      ,10.44     ,967538    ,17.48    ,1.30B     ,61             ,+2.19                     ,47.13     ,10.59     ,-0.02,-52.90      ,18.52                  ,-11.29            ,12.39                  ,10.45                  ,Metals & Mining                               ,NCM     ,SILVER STANDARD RES INC  ,Gold                               ,--      ,10.84         ,10.44 ,1400    ,1713172      ,2089053     ,56.48                   ,46.31                  ,No        ,10.86 ,10.88 ,10.45 ,57.00                 ,2308612       ,2228248    ,41.91                    ,43.42                 ,No                ,Materials                 ,--            ,10.84     ,10.34 ,700     ,2504243     ,72.76                     ,38.64                  ,18.34M         ,No                  ,NC ,--       ,C                  ,30.00          ,20.00                 ,50.00           ,--                     ,--              ,10                ,2.20              ,64.96M    ,490.99M,64.96M  ,119.43M           ,0.62    ,0.62      ,-1.54     ,0.53        ,-1.57     ,-2.85     ,0.69      ,100.00                      ,13.23   ,392.79            ,-0.40  ,-0.45                  ,+3.75                      ,+0.32                  ,+2.37                   ,+100.57              ,-29.65               ,+22.92               ,+0.22     ,10.89        ,12.01    ,4.96                   ,9.71      ,5.20     ,81.48                   ,0.22                         ,-3.69   ,+0.02  ,+1.35                  ,-0.04                 ,+0.30                  ,+3.07                    ,+21.52               ,+1.35                ,+12.58               ,+9.63             ,1               ,11.08     ,12.25   ,10.58       ,9.71    ,-5.14                ,0.44           ,-0.42    ,+0.18,+0.23                   ,+0.39                    ,+2.88                    ,+0.25                 ,+92.49               ,-2.69                ,-5.29                ,+5.62             ,11.31      ,15.84     ,10.34    ,8.97   ,0.54         ,96.00            ,-0.10         ,0.76              ,--                   ,17.48                    ,1.52            ,24.40        ,20.60                ,2.64     ,10.68     ,10.70     ,10.33      ,10.60     ,10.57      ,54.38                ,49.58     ,20.33                   ,47.10,11.25               ,0.18                      ,0.94           ,10.56     ,11.45      ,10.46     ,10.56     ,10.56      ,49.39     ,50.91                ,0.68          ,57.20,-0.04      ,0.25           ,2.03                      ,10.45     ,10.22      ,10.55     ,51.66                ,20.06                   ,57.71   ,9.65                   ,-0.66          ,0.66                      ,-3305.37  , 
OR    ,-3.80      ,11.13     ,401320    ,38.14    ,1.23B     ,48             ,+1.91                     ,49.91     ,11.15     ,0.07 ,-38.35      ,13.73                  ,-17.33            ,17.01                  ,10.98                  ,Metals & Mining                               ,NYSE    ,OSISKO GOLD ROYALTIES    ,Gold                               ,0.12    ,11.51         ,11.12 ,800     ,608543       ,274587      ,65.95                   ,146.15                 ,No        ,11.57 ,11.57 ,11.13 ,78.99                 ,639367        ,388335     ,62.77                    ,103.34                ,No                ,Materials                 ,1.00          ,11.51     ,11.06 ,400     ,616304      ,86.47                     ,65.12                  ,6.89M          ,No                  ,NC ,--       ,--                 ,46.67          ,40.00                 ,13.33           ,--                     ,--              ,15                ,1.67              ,31.58M    ,47.28M ,31.58M  ,106.56M           ,0.30    ,0.30      ,0.24      ,0.32        ,27.46     ,-7.85     ,--        ,4.83                        ,50.69   ,--                ,-0.38  ,+0.29                  ,+4.82                      ,+1.00                  ,+4.47                   ,-17.59               ,-2.84                ,-6.65                ,+0.12     ,11.54        ,11.64    ,3.17                   ,10.31     ,8.88     ,86.27                   ,-0.86                        ,-3.30   ,+0.06  ,+1.38                  ,-0.02                 ,+0.53                  ,+9.49                    ,+18.42               ,+63.45               ,+12.39               ,+3.94             ,0               ,11.64     ,12.07   ,11.24       ,10.31   ,-2.18                ,0.44           ,-0.44    ,+0.52,+0.22                   ,+0.53                    ,+4.84                    ,+0.49                 ,+16.40               ,+78.53               ,-2.17                ,+3.39             ,11.64      ,14.74     ,10.99    ,9.64   ,0.51         ,94.00            ,-0.07         ,1.65              ,--                   ,38.14                    ,1.50            ,3.77         ,35.66                ,25.94    ,11.25     ,11.11     ,10.46      ,11.13     ,10.88      ,60.91                ,51.35     ,18.23                   ,61.65,11.65               ,0.71                      ,1.22           ,11.00     ,11.28      ,11.03     ,10.98     ,10.90      ,51.71     ,53.54                ,7.18          ,72.68,0.03       ,0.32           ,2.09                      ,10.98     ,10.49      ,10.94     ,55.47                ,21.05                   ,73.85   ,10.31                  ,0.15           ,0.73                      ,-1847.72  , 
BSBR  ,-3.23      ,9.00      ,8072238   ,17.55    ,37.46B    ,55             ,+1.08                     ,23.73     ,10.03     ,-0.27,-95.57      ,15.79                  ,-33.29            ,25.60                  ,10.29                  ,Banks                                         ,NYSE    ,BANCO SANTANDER BRASIL  -,Diversified Banks                  ,0.43    ,9.77          ,9.00  ,14000   ,1995395      ,1360022     ,404.54                  ,593.54                 ,No        ,9.30  ,9.32  ,9.01  ,0.62                  ,1565323       ,1447585    ,515.69                   ,557.63                ,No                ,Financials                ,4.40          ,9.77      ,8.94  ,6800    ,1529798     ,280.63                    ,527.67                 ,19.65M         ,No                  ,-- ,--       ,--                 ,--             ,--                    ,--              ,71.43                  ,28.57           ,7                 ,4.29              ,2.13B     ,27.27B ,2.13B   ,7.56B             ,0.56    ,0.56      ,0.74      ,--          ,0.43      ,0.43      ,0.41      ,9.34                        ,5.89    ,--                ,-0.77  ,-2.17                  ,-5.03                      ,+0.9515                ,-5.05                   ,+153.00              ,+53.04               ,+139.81              ,+1.47     ,9.90         ,11.28    ,2.43                   ,9.68      ,4.10     ,84.21                   ,11.59                        ,-7.88   ,-0.47  ,-0.27                  ,-0.10                 ,-0.6782                ,+10.79                   ,+14.55               ,+130.05              ,+38.48               ,+8.49             ,2               ,10.50     ,11.75   ,9.68        ,9.68    ,-4.84                ,0.32           ,-0.30    ,-4.81,+0.104                  ,-0.517                   ,-6.49                    ,-0.5198               ,+126.53              ,+92.29               ,+63.20               ,+1.12             ,11.28      ,11.75     ,9.68     ,8.98   ,0.38         ,91.00            ,-0.06         ,0.76              ,--                   ,17.55                    ,2.23            ,--           ,--                   ,2.71     ,9.95      ,10.42     ,9.05       ,10.14     ,9.43       ,35.05                ,47.68     ,35.96                   ,4.43 ,11.33               ,-1.35                     ,-0.01          ,10.25     ,7.94       ,10.04     ,10.10     ,9.17       ,41.82     ,51.76                ,49.76         ,9.58 ,-0.14      ,-0.85          ,0.91                      ,10.29     ,9.35       ,9.98      ,47.63                ,12.06                   ,10.07   ,9.24                   ,-1.95          ,-0.25                     ,-9948.45  , 
CDE   ,-3.14      ,7.865     ,2167683   ,23.85    ,1.47B     ,61             ,+2.42                     ,43.47     ,7.98      ,-0.34,-44.00      ,20.24                  ,0.05              ,33.00                  ,7.86                   ,Metals & Mining                               ,NYSE    ,COEUR MINING INC         ,Silver                             ,--      ,8.11          ,7.86  ,1800    ,3345288      ,4723832     ,64.80                   ,45.89                  ,No        ,8.12  ,8.20  ,7.87  ,69.51                 ,4011437       ,4340036    ,54.04                    ,49.95                 ,No                ,Materials                 ,--            ,8.11      ,7.78  ,3700    ,4176694     ,65.00                     ,51.90                  ,26.53M         ,No                  ,C  ,--       ,C                  ,--             ,62.50                 ,37.50           ,--                     ,--              ,8                 ,2.38              ,55.35M    ,665.78M,55.35M  ,181.06M           ,0.34    ,0.34      ,-2.83     ,0.33        ,-11.59    ,-6.65     ,0.54      ,10.00                       ,8.31    ,319.01            ,-0.245 ,-0.475                 ,+3.23                      ,-2.0671                ,-15.91                  ,+43.69               ,-67.21               ,+14.08               ,+0.78     ,8.16         ,9.23     ,8.21                   ,7.30      ,4.30     ,79.76                   ,-0.79                        ,-3.02   ,+0.01  ,-1.345                 ,-0.01                 ,+0.1514                ,-20.31                   ,-10.78               ,-22.18               ,-10.98               ,+9.30             ,7               ,8.16      ,12.30   ,7.84        ,7.30    ,-3.48                ,0.335          ,-0.255   ,+0.12,+0.192                  ,+0.254                   ,+1.90                    ,-1.5348               ,+48.86               ,-58.63               ,-32.57               ,+4.18             ,8.72       ,16.41     ,7.71     ,7.30   ,0.42         ,11.00            ,-0.085        ,1.03              ,--                   ,23.85                    ,1.91            ,25.88        ,24.95                ,2.21     ,7.95      ,9.42      ,9.94       ,8.11      ,9.58       ,50.23                ,43.40     ,21.44                   ,56.00,8.42                ,-0.38                     ,-1.86          ,9.61      ,11.12      ,7.80      ,8.88      ,9.70       ,41.49     ,44.24                ,19.57         ,64.33,-0.46      ,-3.53          ,-1.12                     ,7.86      ,9.72       ,9.07      ,42.96                ,14.42                   ,62.67   ,7.29                   ,-0.73          ,-3.15                     ,21.63     , 
XPER  ,-2.87      ,35.50     ,323159    ,32.77    ,1.81B     ,24             ,+0.63                     ,40.87     ,36.33     ,-0.99,-59.62      ,12.73                  ,8.52              ,32.90                  ,35.42                  ,Semiconductors & Semiconductor Equipment      ,NASDAQ  ,XPERI CORPORATION        ,Semiconductor Equipment            ,0.80    ,36.70         ,35.50 ,1300    ,585567       ,425338      ,55.19                   ,75.98                  ,No        ,36.55 ,36.70 ,35.55 ,95.22                 ,561490        ,455098     ,57.55                    ,71.01                 ,No                ,Information Technology    ,2.20          ,36.70     ,35.33 ,2600    ,615998      ,79.47                     ,52.46                  ,21.47M         ,Yes                 ,C  ,--       ,B-                 ,100.00         ,--                    ,--              ,--                     ,--              ,3                 ,1.00              ,56.09M    ,259.56M,56.09M  ,49.22M            ,1.12    ,1.12      ,2.23      ,2.05        ,3.19      ,-3.48     ,-0.58     ,22.50                       ,21.61   ,370.81            ,-1.20  ,-0.50                  ,+3.61                      ,-3.56                  ,-10.69                  ,-8.89                ,+153.13              ,+12.96               ,+0.95     ,37.20        ,40.98    ,9.25                   ,33.40     ,28.57    ,87.27                   ,0.01                         ,-3.27   ,-0.15  ,-8.70                  ,-0.04                 ,+1.08                  ,-8.84                    ,-16.52               ,+74.59               ,-8.98                ,+10.97            ,2               ,37.90     ,45.95   ,36.04       ,33.40   ,-6.76                ,1.20           ,-1.05    ,-0.41,+0.23                   ,+1.28                    ,+3.03                    ,-4.39                 ,+25.45               ,+131.49              ,+8.03                ,+6.50             ,38.60      ,45.95     ,36.00    ,33.40  ,1.38         ,7.00             ,-0.18         ,1.42              ,--                   ,32.77                    ,--              ,113.68       ,17.87                ,6.96     ,36.24     ,40.36     ,40.55      ,36.69     ,39.41      ,49.73                ,42.93     ,28.73                   ,40.38,37.71               ,-0.20                     ,-9.30          ,41.05     ,37.51      ,35.50     ,38.83     ,39.20      ,39.74     ,44.84                ,11.82         ,59.29,-1.44      ,-9.40          ,-7.80                     ,35.42     ,41.09      ,39.18     ,42.51                ,22.66                   ,62.93   ,33.13                  ,-0.35          ,-9.10                     ,627.34    , 
MPEL  ,-2.81      ,18.53     ,5694950   ,55.19    ,9.37B     ,69             ,+1.90                     ,63.35     ,18.06     ,0.53 ,-26.86      ,24.43                  ,4.06              ,22.15                  ,17.61                  ,Hotels Restaurants & Leisure                  ,NASDAQ  ,MELCO CROWN ENTMT LTD    ,Casinos & Gaming                   ,0.17    ,19.04         ,18.52 ,1900    ,2538764      ,3923572     ,224.32                  ,145.15                 ,No        ,19.06 ,19.19 ,18.53 ,56.10                 ,2982103       ,4056093    ,190.97                   ,140.40                ,No                ,Consumer Discretionary    ,0.90          ,19.04     ,18.31 ,2900    ,2942227     ,216.94                    ,193.56                 ,47.37M         ,No                  ,-- ,--       ,--                 ,50.00          ,12.50                 ,37.50           ,--                     ,--              ,24                ,1.88              ,66.92M    ,4.52B  ,66.92M  ,491.98M           ,0.34    ,0.34      ,0.19      ,0.57        ,1.10      ,1.15      ,0.76      ,9.34                        ,3.89    ,--                ,-0.52  ,+1.54                  ,+8.10                      ,+2.04                  ,+11.70                  ,-7.04                ,+58.46               ,+23.24               ,+2.04     ,19.10        ,19.32    ,0.81                   ,16.09     ,11.91    ,75.57                   ,-3.74                        ,-2.70   ,+0.02  ,+2.50                  ,0.00                  ,+1.66                  ,+12.01                   ,+29.99               ,-44.27               ,-9.61                ,+1.74             ,3               ,19.10     ,19.32   ,18.19       ,16.00   ,-6.40                ,0.67           ,-0.54    ,+0.11,+0.36                   ,+1.43                    ,+9.57                    ,+1.99                 ,+23.11               ,-1.15                ,+37.21               ,+0.68             ,19.32      ,20.00     ,18.00    ,15.70  ,0.88         ,91.00            ,-0.22         ,2.39              ,--                   ,55.19                    ,4.36            ,102.84       ,33.16                ,2.07     ,18.42     ,17.18     ,17.13      ,17.86     ,16.97      ,78.81                ,55.55     ,16.68                   ,73.14,19.38               ,2.91                      ,2.70           ,17.05     ,15.88      ,17.83     ,17.34     ,16.85      ,57.95     ,57.65                ,25.96         ,81.14,0.38       ,1.48           ,3.27                      ,17.61     ,17.25      ,17.26     ,61.83                ,28.38                   ,80.20   ,15.84                  ,2.16           ,1.78                      ,2060.60   , 
SAM   ,-2.79      ,144.40    ,175423    ,21.97    ,1.39B     ,66             ,+0.68                     ,26.49     ,149.77    ,-3.07,-75.43      ,37.50                  ,-18.54            ,23.23                  ,151.12                 ,Beverages                                     ,NYSE    ,BOSTON BEER INC  -CL A   ,Brewers                            ,--      ,149.20        ,144.20,100     ,109603       ,189223      ,160.05                  ,92.71                  ,No        ,148.55,149.15,144.45,67.06                 ,202412        ,174948     ,86.67                    ,100.27                ,Yes               ,Consumer Staples          ,--            ,149.19    ,141.55,200     ,205751      ,176.81                    ,85.26                  ,16.27M         ,No                  ,D  ,*        ,B+                 ,--             ,10.00                 ,60.00           ,10.00                  ,20.00           ,10                ,3.40              ,87.35M    ,906.45M,87.35M  ,9.31M             ,6.79    ,6.79      ,7.25      ,5.45        ,6.69      ,5.18      ,4.39      ,12.00                       ,9.64    ,602.29            ,-4.79  ,-15.60                 ,-1.28                      ,-11.75                 ,-5.15                   ,-45.05               ,+44.43               ,+2.09                ,+0.55     ,149.69       ,162.60   ,46.20                  ,144.75    ,145.30   ,62.50                   ,2.91                         ,-3.21   ,-0.64  ,-26.30                 ,-0.03                 ,-3.24                  ,-7.30                    ,-12.16               ,-39.38               ,-8.35                ,+19.24            ,2               ,151.30    ,175.60  ,147.19      ,144.75  ,3.75                 ,4.75           ,-4.15    ,-0.43,+1.00                   ,-1.93                    ,-2.13                    ,-8.10                 ,-19.12               ,-6.55                ,-13.14               ,+13.77            ,162.60     ,195.35    ,147.19   ,144.75 ,7.60         ,11.00            ,-2.85         ,0.95              ,--                   ,21.97                    ,4.15            ,0.09         ,27.39                ,1.53     ,148.42    ,155.67    ,161.62     ,150.91    ,159.64     ,39.07                ,41.60     ,36.55                   ,24.57,161.09              ,-8.46                     ,-25.55         ,157.28    ,165.61     ,148.60    ,155.59    ,160.88     ,37.83     ,43.88                ,38.37         ,32.81,-3.00      ,-8.85          ,-20.11                    ,151.12    ,162.24     ,156.63    ,41.70                ,16.28                   ,31.92   ,141.14                 ,-14.25         ,-4.66                     ,-586.04   , 
CRTO  ,-2.74      ,51.14     ,329054    ,41.93    ,3.19B     ,38             ,+2.26                     ,58.74     ,50.19     ,1.28 ,-30.62      ,8.47                   ,7.34              ,17.98                  ,49.70                  ,Internet Software & Services                  ,NASDAQ  ,CRITEO SA                ,Internet Software & Services       ,--      ,52.41         ,51.10 ,100     ,509281       ,653963      ,64.61                   ,50.32                  ,No        ,52.58 ,52.87 ,51.14 ,88.22                 ,595431        ,604491     ,55.26                    ,54.43                 ,No                ,Information Technology    ,--            ,52.41     ,50.98 ,300     ,640715      ,71.75                     ,51.36                  ,26.01M         ,No                  ,-- ,--       ,--                 ,50.00          ,27.78                 ,22.22           ,--                     ,--              ,18                ,1.72              ,87.33M    ,1.80B  ,87.33M  ,60.9M             ,1.25    ,1.25      ,0.91      ,2.45        ,0.72      ,0.03      ,0.02      ,28.25                       ,4.57    ,718.80            ,-1.27  ,+3.64                  ,+5.45                      ,+10.34                 ,+12.67                  ,+19.44               ,0.00                 ,+4.70                ,+2.72     ,52.52        ,52.52    ,-2.58                  ,46.91     ,32.83    ,91.53                   ,-2.00                        ,-2.42   ,+0.17  ,+9.94                  ,+0.01                 ,+2.98                  ,+24.57                   ,+27.58               ,+16.13               ,+13.84               ,+16.26            ,1               ,52.52     ,52.52   ,50.16       ,45.86   ,-18.15               ,1.73           ,-1.44    ,+0.32,+1.16                   ,+2.71                    ,+6.03                    ,+5.90                 ,+29.75               ,0.00                 ,+27.39               ,+8.51             ,52.52      ,50.29     ,48.76    ,41.20  ,1.89         ,95.00            ,-0.16         ,1.82              ,--                   ,41.93                    ,11.66           ,12.73        ,21.39                ,1.77     ,50.50     ,47.17     ,42.77      ,49.72     ,45.05      ,69.15                ,58.39     ,14.53                   ,69.38,52.24               ,2.90                      ,10.11          ,46.50     ,41.82      ,50.12     ,47.46     ,44.44      ,59.52     ,60.47                ,28.13         ,83.32,1.18       ,6.91           ,11.22                     ,49.70     ,44.30      ,46.85     ,63.00                ,25.90                   ,80.40   ,47.17                  ,4.16           ,7.89                      ,492.85    , 
ITRI  ,-2.66      ,60.30     ,147247    ,75.98    ,2.39B     ,32             ,+0.39                     ,41.88     ,61.66     ,-0.08,-68.00      ,25.00                  ,16.75             ,18.70                  ,60.76                  ,Electronic Equipment Instruments & Components ,NGM/NGS ,ITRON INC                ,Electronic Equipment & Instruments ,--      ,62.30         ,60.25 ,300     ,261734       ,248941      ,56.26                   ,59.15                  ,No        ,61.95 ,61.95 ,60.35 ,87.63                 ,328337        ,211387     ,44.85                    ,69.66                 ,No                ,Information Technology    ,--            ,62.30     ,59.75 ,500     ,320570      ,68.64                     ,45.93                  ,16.25M         ,Yes                 ,C  ,***      ,B-                 ,50.00          ,25.00                 ,25.00           ,--                     ,--              ,8                 ,1.75              ,35.05M    ,2.01B  ,35.05M  ,38.33M            ,0.82    ,0.82      ,0.33      ,2.97        ,-0.60     ,-3.90     ,2.71      ,21.00                       ,1.58    ,324.71            ,-2.00  ,-4.45                  ,+2.54                      ,+1.59                  ,+0.05                   ,+70.23               ,+42.84               ,+46.88               ,+1.22     ,62.55        ,66.45    ,4.50                   ,57.80     ,39.01    ,75.00                   ,1.41                         ,-3.21   ,-0.35  ,-3.05                  ,-0.02                 ,+0.86                  ,+2.61                    ,-0.88                ,+77.42               ,+0.78                ,+5.67             ,0               ,63.30     ,66.45   ,60.55       ,57.80   ,-20.74               ,1.65           ,-1.65    ,-0.56,+0.24                   ,+1.55                    ,+1.41                    ,+0.03                 ,+53.42               ,+37.48               ,+35.84               ,+2.15             ,65.75      ,66.45     ,60.55    ,57.80  ,2.20         ,28.00            ,-0.55         ,3.29              ,--                   ,75.98                    ,22.32           ,44.66        ,21.01                ,1.19     ,62.12     ,62.04     ,61.31      ,61.68     ,60.67      ,53.22                ,49.42     ,26.15                   ,32.00,63.94               ,-3.90                     ,-3.50          ,62.25     ,55.68      ,61.15     ,61.90     ,59.86      ,46.67     ,52.30                ,10.38         ,56.80,-0.21      ,-0.80          ,-1.25                     ,60.76     ,62.59      ,61.80     ,51.00                ,21.23                   ,65.38   ,57.57                  ,-4.40          ,0.45                      ,695.48    , 
SNCR  ,-2.62      ,24.13     ,802119    ,54.70    ,1.13B     ,55             ,-2.46                     ,20.98     ,26.06     ,-1.82,-83.64      ,45.38                  ,-16.94            ,60.48                  ,26.01                  ,Software                                      ,NCM     ,SYNCHRONOSS TECHNOLOGIES ,Application Software               ,--      ,24.59         ,24.14 ,100     ,654515       ,583465      ,122.55                  ,137.48                 ,No        ,24.78 ,24.78 ,24.16 ,88.44                 ,915603        ,749041     ,87.61                    ,107.09                ,No                ,Information Technology    ,--            ,24.59     ,23.59 ,300     ,1024363     ,56.46                     ,78.30                  ,16.50M         ,Yes                 ,C  ,--       ,B                  ,55.56          ,22.22                 ,22.22           ,--                     ,--              ,9                 ,1.67              ,7.99M     ,476.75M,7.99M   ,46M               ,0.45    ,0.45      ,0.96      ,2.54        ,0.96      ,0.58      ,0.69      ,18.50                       ,4.11    ,270.11            ,-0.46  ,-3.37                  ,-5.47                      ,-13.33                 ,-25.40                  ,-43.86               ,-20.16               ,-23.22               ,+2.12     ,25.73        ,30.98    ,25.16                  ,24.46     ,25.38    ,54.62                   ,6.95                         ,-1.87   ,+0.19  ,-14.63                 ,-0.06                 ,-1.88                  ,-35.15                   ,-35.80               ,-24.55               ,-44.14               ,+1.26             ,0               ,26.89     ,40.28   ,24.46       ,24.46   ,1.79                 ,0.65           ,-0.65    ,+0.77,-0.62                   ,-1.42                    ,-7.11                    ,-8.37                 ,-16.81               ,-14.16               ,-35.14               ,+0.73             ,28.76      ,49.94     ,24.46    ,24.46  ,1.19         ,2.00             ,-0.54         ,2.37              ,--                   ,54.70                    ,5.90            ,33.72        ,9.69                 ,2.37     ,25.67     ,31.73     ,37.41      ,26.70     ,34.09      ,23.27                ,33.16     ,43.44                   ,16.36,27.43               ,-4.10                     ,-14.47         ,32.90     ,37.76      ,25.81     ,30.60     ,34.77      ,27.63     ,33.67                ,66.58         ,19.72,-2.04      ,-13.73         ,-13.74                    ,26.01     ,37.28      ,31.58     ,28.39                ,8.71                    ,23.74   ,24.60                  ,-2.95          ,-14.88                    ,-1731.14  , 
