Symbol,% Chg(Open),Last Trade,Volume    ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                                      ,Exchange,Description              ,Sub-Industry                              ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High  ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin,Sales per Employee,Change ,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap    ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (YTD3),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap ,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow, 
FIZZ  ,-0.77      ,84.30     ,289814    ,41.19    ,3.93B     ,36             ,+1.92                     ,96.36     ,77.76     ,6.46 ,-8.29       ,45.95                  ,46.76             ,80.12                  ,74.28                  ,Beverages                                     ,NASDAQ  ,NATIONAL BEVERAGE CORP   ,Soft Drinks                               ,--      ,84.31         ,84.22 ,100     ,363272       ,330096      ,79.78                   ,87.80                  ,No        ,84.95 ,85.50 ,84.31 ,22.48                 ,387499        ,278533     ,74.79                    ,104.05                ,No                ,Consumer Staples      ,--            ,84.31     ,83.28 ,300     ,371231      ,54.48                     ,78.07                  ,29.91M         ,No                  ,D  ,--       ,B+                 ,--             ,100.00                ,--              ,--                     ,--              ,1                 ,2.00              ,61.20M    ,704.78M,61.20M  ,46.57M            ,2.05    ,1.31      ,1.05      ,2.25        ,0.92      ,1.01      ,0.95      ,--                          ,8.68    ,587.32            ,-0.01  ,+25.50                 ,+13.50                     ,+30.67                 ,+41.97                  ,+241.69              ,+506.95              ,+15.46               ,+0.69     ,84.93        ,84.93    ,-0.57                  ,58.93     ,39.14    ,54.05                   ,-6.84                        ,-0.01   ,+0.64  ,+33.21                 ,+0.05                 ,+12.52                 ,+57.17                   ,+65.05               ,+302.99              ,+15.69               ,+45.53            ,14              ,84.93     ,84.93   ,82.88       ,58.26   ,-44.14               ,1.20           ,-0.65    ,+0.76 ,+1.59                   ,+10.03                   ,+17.43                   ,+24.92                ,+98.59               ,+491.23              ,+20.91               ,+31.89            ,84.93      ,84.93     ,78.77    ,45.40  ,2.22         ,99.00            ,-1.02         ,1.77              ,--                   ,64.36                    ,20.00           ,--           ,37.44                ,5.57     ,80.81     ,62.32     ,54.63      ,75.36     ,59.71      ,96.45                ,77.69     ,1.80                    ,91.71,90.64               ,24.16                     ,33.43          ,59.94     ,54.38      ,78.53     ,66.04     ,58.33      ,86.00     ,77.71                ,92.92         ,95.17,6.05       ,34.51          ,33.23                     ,74.28     ,55.94      ,64.21     ,86.03                ,49.04                   ,97.13   ,57.92                  ,24.69          ,34.12                     ,2286.68   , 
CYBR  ,-0.75      ,51.33     ,614674    ,64.29    ,1.73B     ,42             ,+0.97                     ,62.17     ,49.95     ,-0.36,-23.22      ,34.01                  ,-16.46            ,14.88                  ,49.94                  ,Software                                      ,NASDAQ  ,CYBERARK SOFTWARE LTD    ,Systems Software                          ,--      ,50.15         ,51.28 ,100     ,333938       ,459539      ,184.07                  ,133.76                 ,No        ,51.72 ,52.46 ,51.35 ,75.27                 ,359973        ,458148     ,170.76                   ,134.16                ,No                ,Information Technology,--            ,50.15     ,50.75 ,100     ,386049      ,83.43                     ,159.22                 ,16.46M         ,No                  ,NC ,--       ,--                 ,38.10          ,33.33                 ,28.57           ,--                     ,--              ,21                ,1.90              ,28.12M    ,216.61M,28.12M  ,34.42M            ,0.78    ,0.78      ,0.73      ,1.24        ,0.34      ,0.14      ,0.31      ,17.04                       ,12.98   ,263.20            ,+1.18  ,+1.01                  ,+0.43                      ,+0.26                  ,-1.66                   ,-8.05                ,0.00                 ,+11.36               ,+2.68     ,51.50        ,52.46    ,6.83                   ,47.61     ,37.00    ,65.99                   ,-2.82                        ,+2.35   ,+1.57  ,+5.35                  ,+0.06                 ,+0.13                  ,+0.52                    ,+10.22               ,0.00                 ,-0.84                ,+10.36            ,35              ,51.50     ,55.65   ,50.08       ,47.61   ,-13.75               ,1.13           ,-0.39    ,+3.13 ,+0.48                   ,+0.21                    ,+0.26                    ,-0.85                 ,+21.19               ,0.00                 ,-4.20                ,+7.63             ,51.94      ,59.28     ,47.61    ,45.61  ,1.70         ,65.00            ,-0.58         ,2.76              ,--                   ,64.29                    ,6.96            ,--           ,40.45                ,7.97     ,49.66     ,51.34     ,49.86      ,50.08     ,50.35      ,52.53                ,51.52     ,21.41                   ,76.78,51.60               ,-1.49                     ,5.17           ,51.08     ,50.82      ,49.88     ,50.48     ,50.24      ,52.37     ,49.71                ,13.70         ,58.76,-0.49      ,-1.69          ,4.65                      ,49.94     ,50.45      ,50.48     ,49.13                ,28.20                   ,44.72   ,48.27                  ,0.49           ,-2.91                     ,-826.75   , 
CRRFY ,-0.74      ,4.685     ,103884    ,21.24    ,17.90B    ,5              ,+0.19                     ,47.43     ,4.69      ,-0.04,-28.95      ,11.11                  ,6.27              ,22.27                  ,4.70                   ,Food & Staples Retailing                      ,OTC     ,CARREFOUR SA             ,Hypermarkets & Super Centers              ,0.16    ,4.73          ,4.68  ,3200    ,181435       ,489471      ,57.26                   ,21.22                  ,No        ,4.72  ,4.725 ,4.69  ,34.79                 ,300908        ,325855     ,34.52                    ,31.88                 ,No                ,Consumer Staples      ,3.30          ,4.69      ,4.68  ,500     ,290060      ,55.39                     ,35.81                  ,843.00K        ,No                  ,-- ,--       ,--                 ,100.00         ,--                    ,--              ,--                     ,--              ,1                 ,1.00              ,989.40M   ,86.66B ,989.40M ,756.24M           ,0.22    ,0.22      ,0.30      ,--          ,0.39      ,0.40      ,0.41      ,14.82                       ,1.05    ,225.58            ,-0.005 ,-0.135                 ,-0.29                      ,-0.2312                ,-3.01                   ,-28.60               ,+9.32                ,-11.23               ,+1.27     ,4.71         ,4.90     ,1.275                  ,4.55      ,4.56     ,88.89                   ,-0.43                        ,-0.11   ,+0.03  ,-0.195                 ,+0.01                 ,-0.0314                ,-4.70                    ,-1.83                ,-32.43               ,+2.37                ,+9.35             ,1               ,4.71      ,5.16    ,4.68        ,4.55    ,-0.12                ,0.04           ,-0.035   ,+0.64 ,+0.009                  ,-0.0138                  ,-0.66                    ,-0.1455               ,-8.46                ,-8.77                ,-5.25                ,+2.00             ,4.90       ,6.00      ,4.61     ,4.55   ,0.045        ,30.00            ,-0.005        ,0.91              ,--                   ,21.24                    ,32.19           ,67.75        ,--                   ,0.04     ,4.66      ,4.82      ,4.89       ,4.70      ,4.85       ,48.22                ,46.01     ,30.66                   ,71.05,4.86                ,-0.15                     ,-0.25          ,4.83      ,4.94       ,4.67      ,4.77      ,4.88       ,45.24     ,46.13                ,17.14         ,69.30,-0.05      ,-0.25          ,-0.15                     ,4.70      ,4.83       ,4.79      ,45.45                ,21.68                   ,61.17   ,4.54                   ,-0.16          ,-0.25                     ,252.82    , 
WYNN  ,-0.72      ,114.47    ,1153402   ,48.53    ,11.77B    ,78             ,+1.00                     ,74.78     ,110.39    ,4.45 ,-11.74      ,29.72                  ,20.90             ,46.72                  ,107.48                 ,Hotels Restaurants & Leisure                  ,NGM/NGS ,WYNN RESORTS LTD         ,Casinos & Gaming                          ,2.00    ,115.49        ,114.44,300     ,2163475      ,2781915     ,53.31                   ,41.46                  ,Yes       ,115.29,115.73,114.49,73.49                 ,2571552       ,2441405    ,44.85                    ,47.24                 ,No                ,Consumer Discretionary,1.70          ,115.49    ,113.93,100     ,2709714     ,95.06                     ,42.57                  ,246.44M        ,No                  ,B  ,***      ,B                  ,22.73          ,4.55                  ,68.18           ,4.55                   ,--              ,22                ,2.55              ,302.47M   ,4.47B  ,302.47M ,101.92M           ,2.38    ,2.38      ,1.92      ,4.10        ,7.18      ,7.17      ,4.82      ,8.00                        ,5.42    ,181.56            ,-1.02  ,+14.56                 ,+7.46                      ,+18.81                 ,+16.37                  ,-9.66                ,+9.32                ,+1.56                ,+1.87     ,115.99       ,116.19   ,0.46                   ,98.25     ,82.51    ,70.28                   ,-3.88                        ,-0.89   ,-0.20  ,+27.26                 ,+0.02                 ,+9.40                  ,+19.45                   ,+34.17               ,-45.92               ,-5.25                ,+1315.94          ,6               ,116.19    ,116.19  ,114.55      ,94.81   ,-31.42               ,1.27           ,-0.82    ,-0.17 ,+1.15                   ,+8.01                    ,+8.86                    ,+16.25                ,+22.32               ,+3.83                ,+8.81                ,+2.70             ,116.19     ,116.19    ,110.18   ,86.20  ,1.80         ,95.00            ,-0.54         ,2.08              ,--                   ,48.53                    ,264.64          ,3926.37      ,28.17                ,2.64     ,113.10    ,101.20    ,96.44      ,108.73    ,99.40      ,81.66                ,60.83     ,8.98                    ,88.26,119.56              ,12.78                     ,27.01          ,99.69     ,96.85      ,110.03    ,102.95    ,98.61      ,66.01     ,61.73                ,57.69         ,92.85,3.88       ,16.61          ,28.98                     ,107.48    ,96.69      ,101.91    ,67.73                ,33.48                   ,92.96   ,95.39                  ,14.32          ,14.06                     ,8488.03   , 
PENN  ,-0.70      ,18.41     ,1679704   ,15.55    ,1.68B     ,21             ,+1.31                     ,84.80     ,16.82     ,1.04 ,-10.89      ,11.11                  ,42.31             ,44.29                  ,16.01                  ,Hotels Restaurants & Leisure                  ,NGM/NGS ,PENN NATIONAL GAMING INC ,Casinos & Gaming                          ,--      ,18.50         ,18.40 ,100     ,7282348      ,1371201     ,23.07                   ,122.50                 ,No        ,18.54 ,18.69 ,18.41 ,85.25                 ,2554906       ,1651906    ,65.74                    ,101.68                ,No                ,Consumer Discretionary,--            ,18.50     ,18.38 ,1000    ,2421605     ,41.68                     ,69.36                  ,129.73M        ,Yes                 ,B  ,--       ,B-                 ,57.14          ,7.14                  ,35.71           ,--                     ,--              ,14                ,1.79              ,109.31M   ,3.02B  ,109.31M ,90.89M            ,1.19    ,1.19      ,0.01      ,0.55        ,-2.34     ,-7.44     ,2.03      ,-0.07                       ,3.62    ,160.48            ,-0.09  ,+3.78                  ,+15.57                     ,+4.48                  ,+27.26                  ,+9.75                ,+73.87               ,-7.66                ,+0.89     ,18.84        ,18.84    ,0.15                   ,14.38     ,11.93    ,88.89                   ,-10.52                       ,-0.49   ,+0.04  ,+4.51                  ,+0.07                 ,+2.80                  ,+31.97                   ,+34.16               ,+51.11               ,+8.96                ,-17.90            ,12              ,18.84     ,18.84   ,18.16       ,14.37   ,-6.45                ,0.28           ,-0.13    ,+0.22 ,+0.24                   ,+2.49                    ,+17.83                   ,+3.96                 ,+17.09               ,+42.70               ,+2.05                ,+2.16             ,18.84      ,18.84     ,16.23    ,13.00  ,0.32         ,94.00            ,-0.04         ,0.67              ,--                   ,15.55                    ,--              ,-881.14      ,33.40                ,0.56     ,17.11     ,14.81     ,14.12      ,16.43     ,14.68      ,87.38                ,66.34     ,6.77                    ,89.11,18.87               ,3.87                      ,4.31           ,14.61     ,14.11      ,16.47     ,15.28     ,14.58      ,72.78     ,66.86                ,72.99         ,91.12,0.74       ,4.79           ,4.71                      ,16.01     ,14.27      ,15.09     ,73.67                ,43.37                   ,92.95   ,13.14                  ,3.86           ,4.72                      ,19307.12  , 
VRTU  ,-0.70      ,29.83     ,206177    ,65.19    ,896.04M   ,6              ,-0.93                     ,41.32     ,30.56     ,0.11 ,-86.71      ,18.06                  ,-34.73            ,24.07                  ,31.29                  ,IT Services                                   ,NASDAQ  ,VIRTUSA CORP             ,IT Consulting & Other Services            ,--      ,29.91         ,29.82 ,200     ,571632       ,356613      ,36.07                   ,57.82                  ,No        ,30.04 ,30.42 ,29.85 ,91.39                 ,599526        ,351622     ,34.39                    ,58.64                 ,No                ,Information Technology,--            ,29.91     ,29.70 ,200     ,617999      ,22.48                     ,33.36                  ,17.21M         ,Yes                 ,D  ,--       ,--                 ,55.56          ,33.33                 ,11.11           ,--                     ,--              ,9                 ,1.56              ,45.02M    ,600.30M,45.02M  ,29.96M            ,0.46    ,1.49      ,1.44      ,1.27        ,1.27      ,1.11      ,0.79      ,15.83                       ,7.46    ,32.94             ,-0.08  ,-1.57                  ,-4.42                      ,+4.64                  ,+4.10                   ,-27.00               ,+84.93               ,-11.98               ,+1.56     ,31.09        ,34.92    ,7.89                   ,29.05     ,18.03    ,81.94                   ,3.96                         ,-0.27   ,+0.13  ,+4.64                  ,+0.01                 ,-1.50                  ,+18.35                   ,+19.07               ,-11.76               ,+39.56               ,+3.66             ,13              ,31.09     ,34.92   ,29.85       ,29.05   ,-11.67               ,0.59           ,-0.21    ,+0.43 ,-0.28                   ,-1.38                    ,-4.78                    ,+1.18                 ,-10.70               ,+26.45               ,+18.22               ,+2.38             ,34.92      ,38.31     ,29.18    ,24.84  ,0.72         ,93.00            ,-0.13         ,2.80              ,--                   ,20.07                    ,4.24            ,29.56        ,23.46                ,1.49     ,30.36     ,29.18     ,25.42      ,30.54     ,27.84      ,42.04                ,54.27     ,17.07                   ,13.29,33.52               ,-1.84                     ,4.70           ,28.81     ,25.86      ,31.01     ,29.33     ,27.67      ,53.14     ,54.45                ,12.35         ,17.49,0.46       ,4.39           ,4.79                      ,31.29     ,26.30      ,28.91     ,53.43                ,21.88                   ,20.44   ,29.07                  ,-2.44          ,4.43                      ,-2710.38  , 
FOXF  ,-0.70      ,28.55     ,141257    ,30.48    ,1.07B     ,2              ,+0.03                     ,62.79     ,27.91     ,0.39 ,-11.04      ,14.29                  ,55.27             ,11.51                  ,27.58                  ,Auto Components                               ,NASDAQ  ,FOX FACTORY HOLDING CP   ,Auto Parts & Equipment                    ,--      ,28.65         ,28.50 ,600     ,357697       ,337432      ,39.49                   ,41.86                  ,No        ,28.75 ,28.85 ,28.60 ,91.12                 ,486784        ,298132     ,29.02                    ,47.38                 ,No                ,Consumer Discretionary,--            ,28.65     ,28.50 ,1000    ,465387      ,136.84                    ,30.35                  ,10.17M         ,Yes                 ,C  ,--       ,--                 ,40.00          ,30.00                 ,30.00           ,--                     ,--              ,10                ,1.90              ,35.68M    ,403.08M,35.68M  ,37.21M            ,0.94    ,0.94      ,0.66      ,1.39        ,0.73      ,0.68      ,0.44      ,14.49                       ,8.85    ,237.10            ,-0.10  ,+1.40                  ,+3.87                      ,+3.41                  ,+5.54                   ,+90.76               ,0.00                 ,+61.06               ,+0.69     ,28.90        ,30.15    ,1.30                   ,25.73     ,15.18    ,85.71                   ,-3.47                        ,-0.35   ,+0.10  ,+1.40                  ,+0.03                 ,+1.12                  ,+13.52                   ,+3.24                ,+57.98               ,+6.77                ,+21.16            ,2               ,28.90     ,30.15   ,28.50       ,25.73   ,-13.32               ,0.30           ,-0.20    ,+0.35 ,+0.01                   ,+1.07                    ,+4.06                    ,+1.51                 ,+79.13               ,0.00                 ,+29.09               ,+11.63            ,30.15      ,30.15     ,27.10    ,25.25  ,0.35         ,61.00            ,-0.05         ,1.31              ,--                   ,30.48                    ,15.26           ,34.10        ,20.61                ,2.64     ,28.02     ,27.12     ,25.59      ,27.77     ,26.05      ,64.77                ,56.88     ,19.72                   ,88.96,29.46               ,1.50                      ,1.70           ,27.17     ,23.17      ,27.56     ,27.21     ,25.56      ,57.02     ,57.19                ,8.99          ,91.89,0.23       ,2.25           ,0.90                      ,27.58     ,26.36      ,27.01     ,57.53                ,23.62                   ,94.15   ,25.71                  ,-0.10          ,2.75                      ,2677.41   , 
MDLZ  ,-0.69      ,43.35     ,2476285   ,41.67    ,66.79B    ,36             ,+0.28                     ,38.29     ,43.89     ,-0.15,-85.86      ,24.37                  ,-15.74            ,12.36                  ,43.92                  ,Food Products                                 ,NASDAQ  ,MONDELEZ INTERNATIONAL IN,Packaged Foods & Meats                    ,0.76    ,43.75         ,43.34 ,800     ,6259336      ,8285358     ,39.56                   ,29.89                  ,Yes       ,43.65 ,43.66 ,43.35 ,79.48                 ,7189996       ,8046366    ,34.44                    ,30.78                 ,No                ,Consumer Staples      ,1.70          ,43.75     ,43.25 ,800     ,7434256     ,47.89                     ,33.31                  ,273.66M        ,No                  ,C  ,****     ,B                  ,33.33          ,28.57                 ,38.10           ,--                     ,--              ,21                ,2.05              ,1.67B     ,25.92B ,1.67B   ,1.53B             ,1.05    ,1.05      ,4.44      ,2.10        ,1.28      ,2.19      ,1.71      ,10.14                       ,6.40    ,288.03            ,-0.40  ,-0.81                  ,-0.38                      ,+0.09                  ,-1.36                   ,+29.25               ,+92.25               ,-0.02                ,+1.08     ,43.86        ,45.11    ,2.74                   ,43.06     ,39.21    ,75.63                   ,1.62                         ,-0.91   ,-0.10  ,-1.36                  ,-0.02                 ,-0.19                  ,+0.20                    ,-0.88                ,+35.89               ,+6.95                ,+6.28             ,1               ,44.28     ,45.48   ,43.33       ,43.06   ,-4.04                ,0.31           ,-0.30    ,-0.23 ,+0.12                   ,-0.17                    ,-0.44                    ,-0.60                 ,+12.75               ,+57.34               ,-1.60                ,+2.68             ,45.11      ,46.40     ,43.06    ,41.30  ,0.41         ,26.00            ,-0.10         ,1.79              ,--                   ,41.67                    ,--              ,52.42        ,20.87                ,2.58     ,43.94     ,44.23     ,43.71      ,43.95     ,43.95      ,44.71                ,48.49     ,24.65                   ,14.14,44.83               ,-0.29                     ,-1.50          ,44.33     ,43.75      ,44.05     ,44.06     ,43.89      ,46.76     ,49.47                ,22.76         ,26.34,-0.08      ,-0.54          ,-0.58                     ,43.92     ,43.85      ,44.05     ,48.50                ,15.51                   ,28.32   ,43.00                  ,-0.43          ,-0.53                     ,-15445.32 , 
SMCI  ,-0.68      ,25.48     ,331337    ,22.46    ,1.24B     ,18             ,+1.12                     ,50.48     ,25.39     ,-0.22,-29.31      ,53.57                  ,21.51             ,17.22                  ,25.18                  ,Technology Hardware Storage & Peripherals     ,NASDAQ  ,SUPER MICRO COMPUTER INC ,Technology Hardware Storage & Peripherals ,--      ,25.65         ,25.45 ,200     ,357721       ,344409      ,92.62                   ,96.20                  ,No        ,25.65 ,25.80 ,25.50 ,70.54                 ,289932        ,358508     ,114.28                   ,92.42                 ,No                ,Information Technology,--            ,25.65     ,25.10 ,500     ,298021      ,42.18                     ,111.18                 ,9.10M          ,Yes                 ,D  ,****     ,B                  ,28.57          ,42.86                 ,28.57           ,--                     ,--              ,7                 ,2.00              ,72.02M    ,2.22B  ,72.02M  ,48.3M             ,1.14    ,1.39      ,2.03      ,1.63        ,1.16      ,0.48      ,0.67      ,14.00                       ,3.25    ,834.49            ,-0.18  ,-0.68                  ,+1.88                      ,+0.01                  ,-3.25                   ,-27.88               ,+50.27               ,-0.91                ,+0.26     ,25.75        ,26.80    ,8.89                   ,24.35     ,18.60    ,46.43                   ,-0.88                        ,-0.68   ,0.00   ,-2.78                  ,0.00                  ,+0.32                  ,+0.02                    ,-8.56                ,+43.58               ,-4.94                ,+8.27             ,2               ,25.90     ,31.74   ,24.85       ,24.35   ,-6.50                ,0.33           ,-0.18    ,0.00  ,+0.29                   ,+0.47                    ,+1.27                    ,-0.86                 ,-21.56               ,+118.32              ,+20.20               ,+4.65             ,26.80      ,34.69     ,24.85    ,24.35  ,0.70         ,12.00            ,-0.38         ,0.96              ,--                   ,18.45                    ,1.73            ,5.54         ,15.69                ,0.56     ,25.34     ,26.13     ,25.91      ,25.47     ,25.93      ,53.41                ,48.72     ,21.01                   ,70.69,25.78               ,-0.95                     ,-2.98          ,26.46     ,24.67      ,25.25     ,25.93     ,25.87      ,47.44     ,49.19                ,5.10          ,64.05,-0.32      ,-0.13          ,-2.40                     ,25.18     ,26.65      ,25.98     ,48.27                ,18.97                   ,60.30   ,24.57                  ,-1.13          ,-0.80                     ,886.18    , 
BUFF  ,-0.67      ,23.06     ,342390    ,35.68    ,4.56B     ,9              ,+0.12                     ,30.21     ,23.58     ,-0.44,-90.00      ,13.24                  ,-16.44            ,36.96                  ,23.90                  ,Food Products                                 ,NASDAQ  ,BLUE BUFFALO PET PRODUCTS,Packaged Foods & Meats                    ,--      ,23.19         ,23.05 ,700     ,704781       ,1045684     ,48.58                   ,32.74                  ,No        ,23.21 ,23.35 ,23.06 ,48.68                 ,1042655       ,919461     ,32.84                    ,37.24                 ,No                ,Consumer Staples      ,--            ,23.19     ,23.01 ,1100    ,1114894     ,46.24                     ,30.71                  ,16.35M         ,No                  ,D  ,--       ,--                 ,--             ,--                    ,--              ,--                     ,--              ,0                 ,--                ,130.24M   ,1.15B  ,130.24M ,196.55M           ,0.65    ,0.65      ,0.45      ,0.92        ,0.52      ,0.40      ,0.33      ,--                          ,11.33   ,676.34            ,-0.14  ,-1.98                  ,-2.97                      ,-1.18                  ,-5.78                   ,0.00                 ,0.00                 ,-5.42                ,0.00      ,23.20        ,25.19    ,4.15                   ,22.85     ,21.60    ,86.76                   ,2.65                         ,-0.58   ,+0.02  ,-0.94                  ,-0.01                 ,-0.84                  ,-4.86                    ,-3.54                ,0.00                 ,+4.31                ,+167.38           ,8               ,23.82     ,25.96   ,22.85       ,22.85   ,-1.41                ,0.30           ,-0.16    ,+0.09 ,+0.03                   ,-0.71                    ,-3.49                    ,-1.42                 ,-6.18                ,0.00                 ,-5.20                ,+22.40            ,25.11      ,27.50     ,22.85    ,22.85  ,0.34         ,26.00            ,-0.05         ,1.53              ,--                   ,35.68                    ,31.15           ,259.11       ,25.24                ,3.96     ,23.32     ,24.49     ,24.40      ,23.75     ,24.38      ,32.57                ,44.39     ,25.65                   ,10.00,25.15               ,-1.53                     ,-1.42          ,24.59     ,24.70      ,23.67     ,24.21     ,--         ,40.59     ,44.89                ,39.20         ,10.21,-0.36      ,-1.62          ,-0.85                     ,23.90     ,24.29      ,24.27     ,41.43                ,11.20                   ,10.34   ,22.65                  ,-1.50          ,-1.06                     ,-1962.11  , 
IDEXY ,-0.66      ,17.38     ,148970    ,31.36    ,109.89B   ,10             ,+0.09                     ,62.22     ,17.19     ,0.30 ,-27.74      ,0.83                   ,47.97             ,33.37                  ,16.95                  ,Specialty Retail                              ,OTC     ,IND DE DISENO TEXTIL SA  ,Apparel Retail                            ,0.35    ,17.57         ,17.38 ,200     ,40570        ,84277       ,367.19                  ,176.76                 ,No        ,17.50 ,17.50 ,17.39 ,17.21                 ,115000        ,125050     ,129.54                   ,119.13                ,No                ,Consumer Discretionary,2.00          ,17.55     ,17.38 ,600     ,120118      ,323.18                    ,124.02                 ,703.00K        ,No                  ,-- ,--       ,--                 ,--             ,--                    ,--              ,--                     ,--              ,0                 ,--                ,3.49B     ,25.76B ,3.49B   ,3.12B             ,0.56    ,0.56      ,0.51      ,--          ,0.44      ,0.42      ,0.42      ,--                          ,14.97   ,158.58            ,-0.17  ,+1.16                  ,+3.55                      ,+0.51                  ,+5.56                   ,+9.91                ,+103.71              ,-3.78                ,+1.11     ,17.57        ,17.70    ,1.26                   ,16.00     ,15.59    ,99.17                   ,-1.16                        ,-0.96   ,-0.05  ,+0.70                  ,0.00                  ,+0.74                  ,+3.02                    ,+2.72                ,+24.48               ,-5.90                ,+26.79            ,2               ,17.70     ,17.70   ,17.46       ,15.96   ,-1.79                ,0.12           ,-0.12    ,-0.30 ,+0.02                   ,+0.60                    ,+4.38                    ,+0.92                 ,+8.11                ,+43.91               ,-8.08                ,+17.48            ,17.70      ,18.76     ,17.25    ,15.78  ,0.12         ,57.00            ,0.00          ,1.35              ,--                   ,31.36                    ,8.58            ,--           ,--                   ,2.13     ,17.38     ,16.62     ,16.89      ,17.08     ,16.84      ,71.54                ,53.97     ,17.36                   ,72.26,17.96               ,1.26                      ,0.53           ,16.64     ,17.12      ,17.18     ,16.82     ,16.87      ,57.50     ,55.32                ,38.89         ,84.09,0.24       ,0.99           ,0.55                      ,16.95     ,16.73      ,16.81     ,60.07                ,39.46                   ,90.95   ,15.94                  ,1.38           ,1.01                      ,990.30    , 
